4 Jan 1999 - 27 July 2018,EUR/USD,USD/JPY,GBP/USD,AUD/USD,USD/CAD
7/30/2008,1.5559,108.17,1.981,0.9434,1.024
7/31/2008,1.5589,108.1,1.9806,0.9415,1.0261
8/1/2008,1.5567,107.59,1.9743,0.9317,1.0251
8/4/2008,1.5569,108.23,1.9606,0.9299,1.0355
8/5/2008,1.5468,108.2,1.9532,0.9157,1.0425
8/6/2008,1.5409,109.39,1.9479,0.9078,1.047
8/7/2008,1.5341,109.44,1.9439,0.9079,1.051
8/8/2008,1.5047,110.09,1.9193,0.8915,1.0677
8/11/2008,1.4958,110.08,1.9144,0.8869,1.0673
8/12/2008,1.4905,109.78,1.9005,0.8757,1.0641
8/13/2008,1.4895,108.71,1.8682,0.8675,1.0658
8/14/2008,1.4856,109.75,1.8715,0.8709,1.0621
8/15/2008,1.4695,110.48,1.8651,0.8676,1.0609
8/18/2008,1.473,110.07,1.8673,0.8712,1.0603
8/19/2008,1.4746,109.68,1.8655,0.871,1.0606
8/20/2008,1.4701,109.98,1.8603,0.8712,1.0627
8/21/2008,1.4875,108.35,1.8758,0.8785,1.0454
8/22/2008,1.48,109.88,1.8544,0.8689,1.0456
8/25/2008,1.4803,109.11,1.8587,0.8676,1.0463
8/26/2008,1.466,109.83,1.8387,0.8561,1.0486
8/27/2008,1.4684,109.72,1.8318,0.8553,1.0483
8/28/2008,1.4685,109.56,1.8264,0.8618,1.0527
8/29/2008,1.4669,108.69,1.819,0.8563,1.0631
9/2/2008,1.4522,108.85,1.7853,0.836,1.0698
9/3/2008,1.4489,108.18,1.7795,0.8352,1.061
9/4/2008,1.436,107.76,1.7689,0.8298,1.064
9/5/2008,1.4273,106.96,1.7687,0.8107,1.0637
9/8/2008,1.4126,107.91,1.7543,0.8151,1.0694
9/9/2008,1.4173,107.1,1.7672,0.8081,1.0677
9/10/2008,1.402,107.86,1.7547,0.8036,1.0735
9/11/2008,1.3939,106.66,1.7497,0.7978,1.0797
9/12/2008,1.4172,107.51,1.7896,0.817,1.0606
9/15/2008,1.4175,105.67,1.7877,0.808,1.067
9/16/2008,1.4155,105.11,1.7802,0.7939,1.0737
9/17/2008,1.4215,104.71,1.7895,0.7831,1.0788
9/18/2008,1.4382,104.85,1.8186,0.7989,1.0696
9/19/2008,1.4384,107.18,1.8297,0.8288,1.0469
9/22/2008,1.4697,106.35,1.8484,0.8441,1.0383
9/23/2008,1.4737,105.8,1.8558,0.8385,1.0355
9/24/2008,1.4655,106.03,1.8502,0.8366,1.0351
9/25/2008,1.4643,106.48,1.8406,0.836,1.0338
9/26/2008,1.4596,106.06,1.84,0.8292,1.0352
9/29/2008,1.4381,105.1,1.8044,0.8125,1.0393
9/30/2008,1.4081,105.94,1.7804,0.7904,1.0597
10/1/2008,1.4058,106.06,1.7804,0.7937,1.0607
10/2/2008,1.3854,105.3,1.7655,0.777,1.0769
10/3/2008,1.3816,105.76,1.774,0.775,1.0815
10/6/2008,1.3508,101.26,1.738,0.7139,1.1027
10/7/2008,1.3649,102.3,1.7592,0.7216,1.1055
10/8/2008,1.368,99.73,1.731,0.669,1.1246
10/9/2008,1.3646,100.67,1.7225,0.7015,1.1483
10/10/2008,1.3471,99.44,1.7037,0.6531,1.19
10/14/2008,1.3658,102.17,1.7482,0.7054,1.1599
10/15/2008,1.3567,101.47,1.7432,0.6833,1.1804
10/16/2008,1.3416,100.46,1.7243,0.6708,1.1953
10/17/2008,1.3462,101.4,1.7307,0.6907,1.182
10/20/2008,1.3314,101.74,1.7134,0.6969,1.1977
10/21/2008,1.3102,100.43,1.6837,0.6813,1.2208
10/22/2008,1.2835,98.63,1.6174,0.6698,1.2496
10/23/2008,1.2878,97.6,1.6181,0.6657,1.2573
10/24/2008,1.2639,92.64,1.5631,0.6165,1.2735
10/27/2008,1.2446,93.28,1.5472,0.6073,1.2935
10/28/2008,1.2476,95.68,1.5591,0.6252,1.2942
10/29/2008,1.2851,97.48,1.6298,0.6683,1.2302
10/30/2008,1.285,97.47,1.627,0.6695,1.2229
10/31/2008,1.2682,98.28,1.6165,0.6574,1.2158
11/3/2008,1.2719,98.95,1.5855,0.6823,1.1866
11/4/2008,1.3021,100.48,1.6095,0.7005,1.1502
11/5/2008,1.3039,98.95,1.6156,0.6972,1.159
11/6/2008,1.2756,98.04,1.5814,0.679,1.1816
11/7/2008,1.2777,98.15,1.5788,0.6726,1.183
11/10/2008,1.276,97.96,1.5639,0.6755,1.1948
11/12/2008,1.2558,95.54,1.5012,0.6449,1.2296
11/13/2008,1.2526,95.95,1.4799,0.6402,1.2311
11/14/2008,1.2731,96.66,1.486,0.6627,1.2241
11/17/2008,1.2726,97.03,1.503,0.6562,1.2213
11/18/2008,1.269,97.38,1.5042,0.6575,1.2237
11/19/2008,1.2595,96.75,1.5095,0.6501,1.237
11/20/2008,1.2525,94.98,1.4789,0.6191,1.285
11/21/2008,1.2531,95.42,1.4816,0.6254,1.2849
11/24/2008,1.289,96.69,1.5177,0.6501,1.2246
11/25/2008,1.303,95.53,1.5349,0.6488,1.2214
11/26/2008,1.2828,95.46,1.5218,0.647,1.2338
11/28/2008,1.2694,95.46,1.5348,0.6546,1.236
12/1/2008,1.2634,93.71,1.484,0.6447,1.237
12/2/2008,1.2724,93.64,1.4949,0.6443,1.2422
12/3/2008,1.2669,93.25,1.4783,0.6482,1.2573
12/4/2008,1.284,92.78,1.4791,0.6527,1.254
12/5/2008,1.2654,92.18,1.4606,0.6343,1.2971
12/8/2008,1.2942,92.77,1.4831,0.6644,1.257
12/9/2008,1.2937,92.44,1.4776,0.66,1.2602
12/10/2008,1.3024,92.94,1.483,0.6615,1.2553
12/11/2008,1.3294,91.96,1.4953,0.6779,1.2181
12/12/2008,1.3349,91.26,1.4874,0.658,1.2453
12/15/2008,1.3664,90.68,1.5278,0.6713,1.235
12/16/2008,1.381,89.98,1.532,0.6775,1.2238
12/17/2008,1.4358,87.84,1.5457,0.6967,1.2058
12/18/2008,1.4298,89.81,1.5103,0.6985,1.1962
12/19/2008,1.3875,89.48,1.4854,0.6806,1.2273
12/22/2008,1.3952,90.07,1.4805,0.6832,1.2188
12/23/2008,1.3966,90.57,1.4761,0.6804,1.216
12/24/2008,1.3964,90.68,1.4673,0.6826,1.2125
12/26/2008,1.4062,90.65,1.47,0.6814,1.2207
12/29/2008,1.4232,90.2,1.4591,0.695,1.2162
12/30/2008,1.4085,90.37,1.4395,0.6906,1.2215
12/31/2008,1.3919,90.79,1.4619,0.6983,1.224
1/2/2009,1.3946,91.12,1.452,0.7083,1.2101
1/5/2009,1.3576,93.2,1.4602,0.7146,1.192
1/6/2009,1.3445,94.2,1.4777,0.7187,1.1822
1/7/2009,1.3718,92.7,1.5254,0.7212,1.185
1/8/2009,1.3714,91.15,1.519,0.7071,1.189
1/9/2009,1.3495,90.25,1.5239,0.7063,1.192
1/12/2009,1.3347,88.92,1.4827,0.6814,1.2075
1/13/2009,1.3198,89.65,1.4528,0.6675,1.2255
1/14/2009,1.3174,89.28,1.4617,0.664,1.2373
1/15/2009,1.3094,89.59,1.4602,0.6558,1.2623
1/16/2009,1.3244,90.29,1.4737,0.666,1.254
1/20/2009,1.2946,90.19,1.4023,0.6574,1.2604
1/21/2009,1.287,87.8,1.3728,0.6495,1.2749
1/22/2009,1.2955,88.64,1.384,0.6544,1.2624
1/23/2009,1.2849,88.72,1.3658,0.6522,1.2478
1/26/2009,1.3123,89.25,1.396,0.661,1.22
1/27/2009,1.3159,88.99,1.4148,0.6602,1.2292
1/28/2009,1.3244,88.87,1.4317,0.6699,1.2096
1/29/2009,1.2988,89.77,1.4262,0.655,1.2187
1/30/2009,1.2804,89.83,1.4413,0.638,1.2365
2/2/2009,1.2808,89.86,1.4228,0.632,1.2408
2/3/2009,1.301,89.09,1.4394,0.6476,1.2334
2/4/2009,1.2857,89.53,1.4472,0.6499,1.2268
2/5/2009,1.2838,91.01,1.4633,0.6539,1.2307
2/6/2009,1.2874,91.95,1.4775,0.6715,1.2388
2/9/2009,1.3064,91.47,1.4936,0.6834,1.219
2/10/2009,1.2966,90.65,1.4604,0.6589,1.2332
2/11/2009,1.2893,90.66,1.4367,0.6549,1.2418
2/12/2009,1.2822,90.55,1.4248,0.6507,1.2478
2/13/2009,1.2879,91.84,1.4422,0.6595,1.2435
2/17/2009,1.2571,92.17,1.4224,0.6386,1.2606
2/18/2009,1.2547,93.81,1.4235,0.6385,1.2592
2/19/2009,1.2675,94.09,1.4307,0.645,1.259
2/20/2009,1.269,93.87,1.4333,0.6419,1.2543
2/23/2009,1.2747,94.63,1.4553,0.6456,1.2508
2/24/2009,1.2742,96.6,1.4408,0.6429,1.2468
2/25/2009,1.2731,97.33,1.4265,0.6476,1.2558
2/26/2009,1.2764,98.55,1.4342,0.6536,1.2455
2/27/2009,1.2662,97.74,1.4276,0.6419,1.271
3/2/2009,1.258,97.17,1.3989,0.6301,1.2891
3/3/2009,1.2549,98.16,1.4034,0.6388,1.2937
3/4/2009,1.2607,99.34,1.4142,0.6499,1.2768
3/5/2009,1.2565,98.32,1.4124,0.6408,1.2875
3/6/2009,1.2674,97.88,1.411,0.6408,1.2865
3/9/2009,1.2636,98.87,1.3757,0.6311,1.2995
3/10/2009,1.2752,98.39,1.384,0.6473,1.2796
3/11/2009,1.2774,97.74,1.378,0.6497,1.2808
3/12/2009,1.2799,97.86,1.3811,0.6473,1.2909
3/13/2009,1.2891,98.04,1.3972,0.6576,1.2752
3/16/2009,1.2997,98.17,1.4091,0.6611,1.2723
3/17/2009,1.2972,98.85,1.4018,0.6591,1.2717
3/18/2009,1.311,98.08,1.3974,0.6589,1.2715
3/19/2009,1.373,93.85,1.4584,0.6927,1.2336
3/20/2009,1.3566,96.18,1.4435,0.6892,1.237
3/23/2009,1.3569,97.3,1.4496,0.6994,1.2322
3/24/2009,1.3524,97.86,1.473,0.7017,1.2263
3/25/2009,1.3539,97.7,1.4585,0.7009,1.2245
3/26/2009,1.356,98.47,1.4497,0.7022,1.2327
3/27/2009,1.3306,97.99,1.4325,0.6946,1.2392
3/30/2009,1.3146,97.44,1.4148,0.6788,1.2582
3/31/2009,1.3261,99.15,1.43,0.6925,1.2606
4/1/2009,1.3223,98.93,1.4402,0.6941,1.264
4/2/2009,1.3458,99.48,1.47,0.7169,1.238
4/3/2009,1.3447,99.94,1.4801,0.7103,1.2335
4/6/2009,1.3363,100.65,1.4712,0.7101,1.2427
4/7/2009,1.3282,100.71,1.4744,0.716,1.2339
4/8/2009,1.3288,99.95,1.4692,0.711,1.2353
4/9/2009,1.3149,100.43,1.4623,0.7168,1.2273
4/10/2009,1.3143,100.3,1.4635,0.7189,1.2273
4/13/2009,1.3354,100.12,1.4831,0.7288,1.221
4/14/2009,1.3277,99.08,1.4907,0.7286,1.2093
4/15/2009,1.3182,99.37,1.499,0.7228,1.204
4/16/2009,1.3197,99.29,1.4909,0.7201,1.2062
4/17/2009,1.303,99.21,1.4778,0.7204,1.2146
4/20/2009,1.2903,98.29,1.4532,0.702,1.2338
4/21/2009,1.2978,98.6,1.4688,0.7095,1.2373
4/22/2009,1.3012,98.14,1.4496,0.7109,1.2361
4/23/2009,1.3048,97.88,1.4635,0.7105,1.2291
4/24/2009,1.3277,97.08,1.4697,0.722,1.2095
4/27/2009,1.3136,96.57,1.4678,0.7157,1.2106
4/28/2009,1.3061,96.49,1.4607,0.7043,1.2238
4/29/2009,1.3324,96.97,1.4802,0.7268,1.2008
4/30/2009,1.3244,98.76,1.4799,0.7317,1.1939
5/1/2009,1.3267,99.24,1.4881,0.729,1.1868
5/4/2009,1.3365,99.12,1.4985,0.7388,1.1779
5/5/2009,1.3375,98.76,1.5099,0.7436,1.1758
5/6/2009,1.3313,98.6,1.5063,0.7467,1.1726
5/7/2009,1.3411,99,1.5019,0.7579,1.1714
5/8/2009,1.3494,99.01,1.509,0.7609,1.158
5/11/2009,1.362,97.45,1.5145,0.7614,1.1591
5/12/2009,1.3638,96.59,1.524,0.7635,1.1671
5/13/2009,1.3612,95.75,1.5165,0.757,1.1686
5/14/2009,1.3608,95.62,1.5195,0.7573,1.1726
5/15/2009,1.3539,94.89,1.5222,0.7526,1.1756
5/18/2009,1.3503,96.05,1.5309,0.7596,1.1656
5/19/2009,1.3608,96.1,1.5501,0.7741,1.1567
5/20/2009,1.3765,95.16,1.567,0.777,1.1434
5/21/2009,1.3804,94.97,1.5763,0.7743,1.1412
5/22/2009,1.4005,94.45,1.5892,0.7853,1.1234
5/26/2009,1.3992,94.81,1.5938,0.7842,1.1199
5/27/2009,1.3924,95.01,1.6068,0.7874,1.112
5/28/2009,1.3948,96.76,1.5956,0.7861,1.1123
5/29/2009,1.4126,95.55,1.616,0.7993,1.0957
6/1/2009,1.4192,96.53,1.6448,0.8101,1.087
6/2/2009,1.427,95.72,1.6515,0.8194,1.0828
6/3/2009,1.4194,95.72,1.6405,0.8103,1.0973
6/4/2009,1.4187,96.37,1.6173,0.799,1.0997
6/5/2009,1.399,98.18,1.6017,0.8012,1.1144
6/8/2009,1.3884,98.56,1.5976,0.7851,1.1228
6/9/2009,1.4014,97.6,1.6267,0.798,1.1042
6/10/2009,1.3983,98.13,1.6334,0.8043,1.11
6/11/2009,1.4093,97.83,1.6547,0.8195,1.0977
6/12/2009,1.404,98.17,1.6523,0.8132,1.117
6/15/2009,1.3784,98.03,1.6268,0.792,1.1338
6/16/2009,1.3878,96.26,1.6446,0.8,1.1325
6/17/2009,1.385,95.65,1.6293,0.7887,1.1371
6/18/2009,1.3978,96.36,1.6369,0.8038,1.1273
6/19/2009,1.3998,96.15,1.6537,0.8111,1.1287
6/22/2009,1.3846,95.9,1.6343,0.7896,1.1547
6/23/2009,1.4035,95.32,1.6344,0.7901,1.1557
6/24/2009,1.4015,95.38,1.6486,0.8028,1.1462
6/25/2009,1.3953,96.21,1.6336,0.799,1.1576
6/26/2009,1.4056,95.19,1.6498,0.8053,1.1527
6/29/2009,1.4058,95.84,1.6533,0.8066,1.158
6/30/2009,1.402,96.42,1.6452,0.8055,1.1626
7/1/2009,1.4186,96.41,1.6524,0.8105,1.1446
7/2/2009,1.4018,95.9,1.6398,0.7948,1.16
7/3/2009,1.3991,95.95,1.6336,0.7986,1.1625
7/6/2009,1.3938,95,1.623,0.7922,1.1608
7/7/2009,1.3965,95.11,1.6158,0.7963,1.163
7/8/2009,1.3852,92.9,1.6027,0.778,1.165
7/9/2009,1.4026,92.79,1.6301,0.7834,1.1623
7/10/2009,1.3926,92.33,1.6185,0.7751,1.1649
7/13/2009,1.3973,92.74,1.6179,0.7807,1.1541
7/14/2009,1.3971,93.03,1.6294,0.7895,1.1401
7/15/2009,1.4116,94.09,1.6439,0.8041,1.1192
7/16/2009,1.4115,93.59,1.6417,0.8019,1.1172
7/17/2009,1.412,94.08,1.633,0.8013,1.1168
7/20/2009,1.4211,94.52,1.6494,0.8131,1.1065
7/21/2009,1.4196,93.36,1.6419,0.8123,1.1077
7/22/2009,1.422,93.77,1.6439,0.8161,1.098
7/23/2009,1.4266,94.75,1.6562,0.8206,1.0867
7/24/2009,1.4213,94.86,1.6432,0.8162,1.0843
7/27/2009,1.4212,95.32,1.6486,0.8212,1.0833
7/28/2009,1.4215,94.6,1.6477,0.8287,1.0802
7/29/2009,1.4033,95.13,1.6379,0.8164,1.0881
7/30/2009,1.4066,95.67,1.6483,0.8272,1.0814
7/31/2009,1.4279,94.54,1.6713,0.8339,1.0791
8/3/2009,1.4416,95.23,1.6956,0.8428,1.065
8/4/2009,1.44,95.41,1.6932,0.8422,1.0685
8/5/2009,1.4391,94.98,1.6977,0.8384,1.0722
8/6/2009,1.4357,95.56,1.6774,0.8397,1.076
8/7/2009,1.418,97.65,1.6669,0.8371,1.0838
8/10/2009,1.4143,97.23,1.6487,0.8377,1.0848
8/11/2009,1.4141,95.94,1.6501,0.8296,1.0987
8/12/2009,1.4215,96.16,1.6538,0.8333,1.0875
8/13/2009,1.4283,95.46,1.658,0.8396,1.0881
8/14/2009,1.4216,94.64,1.6529,0.8323,1.0973
8/17/2009,1.4088,94.33,1.6323,0.8234,1.1077
8/18/2009,1.4075,94.72,1.6418,0.8201,1.1097
8/19/2009,1.4262,93.87,1.6555,0.8293,1.0968
8/20/2009,1.4235,94.12,1.6494,0.8308,1.0902
8/21/2009,1.4305,94.6,1.6503,0.8349,1.0799
8/24/2009,1.432,94.47,1.6417,0.8407,1.074
8/25/2009,1.435,94.28,1.643,0.8412,1.0727
8/26/2009,1.423,94.25,1.6235,0.8273,1.0988
8/27/2009,1.4272,93.57,1.6212,0.8355,1.0961
8/28/2009,1.4358,93.55,1.6331,0.8425,1.0875
8/31/2009,1.4354,92.82,1.6314,0.8439,1.0967
9/1/2009,1.4235,93.09,1.6168,0.8306,1.1028
9/2/2009,1.4246,92.43,1.6269,0.8323,1.106
9/3/2009,1.4278,92.54,1.6354,0.8406,1.1034
9/4/2009,1.4278,92.75,1.6378,0.8485,1.0894
9/8/2009,1.4497,92.21,1.6512,0.8636,1.0762
9/9/2009,1.4573,91.85,1.6557,0.8639,1.0783
9/10/2009,1.4568,91.86,1.6649,0.8596,1.0811
9/11/2009,1.4586,90.3,1.6695,0.8649,1.0742
9/14/2009,1.4613,90.85,1.6588,0.8604,1.0859
9/15/2009,1.4617,90.95,1.6436,0.8603,1.076
9/16/2009,1.4698,91,1.6501,0.8724,1.0662
9/17/2009,1.4735,91.15,1.6522,0.8731,1.0615
9/18/2009,1.4704,91.31,1.6266,0.8668,1.0721
9/21/2009,1.4692,91.87,1.6228,0.8636,1.0775
9/22/2009,1.4795,91.08,1.638,0.8736,1.0683
9/23/2009,1.4752,91.45,1.6404,0.8722,1.0722
9/24/2009,1.4696,91.16,1.6068,0.8686,1.0864
9/25/2009,1.4682,89.83,1.5967,0.8655,1.0918
9/28/2009,1.465,89.34,1.591,0.8734,1.086
9/29/2009,1.4553,90.26,1.5924,0.8701,1.0872
9/30/2009,1.463,89.49,1.6004,0.8824,1.0719
10/1/2009,1.4532,89.73,1.595,0.873,1.0773
10/2/2009,1.459,89.62,1.5878,0.8656,1.0843
10/5/2009,1.4647,89.56,1.5926,0.8772,1.0755
10/6/2009,1.4744,88.77,1.5904,0.8912,1.057
10/7/2009,1.4675,88.76,1.5899,0.8878,1.0619
10/8/2009,1.4777,88.44,1.609,0.9072,1.0533
10/9/2009,1.4715,89.69,1.5896,0.9034,1.0425
10/13/2009,1.4839,89.71,1.5896,0.9074,1.0297
10/14/2009,1.4899,89.44,1.5974,0.9133,1.0289
10/15/2009,1.4945,90.39,1.6249,0.9204,1.0304
10/16/2009,1.4889,90.73,1.635,0.9158,1.0389
10/19/2009,1.4947,90.72,1.64,0.9266,1.0307
10/20/2009,1.4905,90.83,1.638,0.9209,1.0494
10/21/2009,1.5009,91.04,1.661,0.9275,1.0413
10/22/2009,1.5003,91.42,1.6595,0.9223,1.0476
10/23/2009,1.5029,91.88,1.6351,0.9255,1.0507
10/26/2009,1.4941,91.96,1.6351,0.92,1.0618
10/27/2009,1.4821,92.04,1.6334,0.9163,1.0644
10/28/2009,1.4763,91.07,1.6375,0.9013,1.0757
10/29/2009,1.4819,91.41,1.6559,0.9143,1.0702
10/30/2009,1.4755,90.5,1.6479,0.9038,1.0767
11/2/2009,1.4828,90.56,1.641,0.9083,1.0742
11/3/2009,1.4658,90.3,1.6383,0.8985,1.0701
11/4/2009,1.4836,90.96,1.6571,0.9087,1.0644
11/5/2009,1.4857,90.45,1.6565,0.9083,1.0649
11/6/2009,1.4835,89.86,1.6586,0.9164,1.0717
11/9/2009,1.4999,89.92,1.6721,0.9293,1.0563
11/10/2009,1.496,89.82,1.6681,0.9278,1.0516
11/12/2009,1.4865,90.4,1.6543,0.9248,1.0513
11/13/2009,1.4886,89.55,1.6657,0.9311,1.05
11/16/2009,1.4977,89.28,1.6795,0.9369,1.0458
11/17/2009,1.483,89.41,1.6768,0.9264,1.0589
11/18/2009,1.499,89.36,1.6756,0.9302,1.0496
11/19/2009,1.4905,88.95,1.6658,0.9186,1.0634
11/20/2009,1.487,88.9,1.6529,0.9155,1.0698
11/23/2009,1.4968,89.14,1.6599,0.9247,1.055
11/24/2009,1.4937,88.58,1.6577,0.9169,1.0608
11/25/2009,1.5085,87.65,1.6671,0.9282,1.0499
11/27/2009,1.4963,86.87,1.6494,0.9089,1.062
11/30/2009,1.4994,86.12,1.6409,0.9143,1.057
12/1/2009,1.51,86.62,1.6626,0.9249,1.043
12/2/2009,1.5059,87.13,1.6641,0.9262,1.0465
12/3/2009,1.5081,88.2,1.6578,0.9265,1.0539
12/4/2009,1.4885,89.87,1.6515,0.9149,1.0515
12/7/2009,1.482,89.44,1.6429,0.913,1.0508
12/8/2009,1.4741,88.41,1.6302,0.9083,1.0599
12/9/2009,1.4725,87.83,1.6242,0.9077,1.055
12/10/2009,1.4716,88.2,1.6257,0.9163,1.0518
12/11/2009,1.4601,89.23,1.6236,0.9112,1.0583
12/14/2009,1.4645,88.65,1.6285,0.9156,1.059
12/15/2009,1.4514,89.91,1.6234,0.9066,1.0622
12/16/2009,1.4577,89.52,1.6369,0.9014,1.0579
12/17/2009,1.4317,90.35,1.6135,0.8855,1.0713
12/18/2009,1.4281,90.47,1.6083,0.8866,1.0679
12/21/2009,1.4319,90.95,1.6083,0.8833,1.0592
12/22/2009,1.4243,91.67,1.5956,0.8777,1.0555
12/23/2009,1.4341,91.52,1.5955,0.8811,1.0476
12/24/2009,1.4367,91.69,1.5941,0.8828,1.0485
12/28/2009,1.4392,91.57,1.6001,0.8875,1.043
12/29/2009,1.4356,91.95,1.5892,0.8969,1.04
12/30/2009,1.4316,92.66,1.605,0.8945,1.0523
12/31/2009,1.4332,93.08,1.6167,0.8979,1.0461
1/4/2010,1.4419,92.55,1.6109,0.9133,1.0377
1/5/2010,1.4402,91.48,1.6009,0.9143,1.0371
1/6/2010,1.4404,92.53,1.6016,0.9189,1.0333
1/7/2010,1.4314,93.31,1.5912,0.9168,1.0351
1/8/2010,1.4357,92.7,1.5993,0.9218,1.0345
1/11/2010,1.4536,91.9,1.6146,0.9295,1.0317
1/12/2010,1.4523,90.95,1.6181,0.9242,1.0374
1/13/2010,1.4492,91.38,1.6288,0.9225,1.0319
1/14/2010,1.4478,91.03,1.632,0.9306,1.026
1/15/2010,1.4376,90.79,1.624,0.9234,1.0287
1/19/2010,1.4269,91.13,1.637,0.9232,1.0325
1/20/2010,1.4094,91.23,1.6287,0.9085,1.0477
1/21/2010,1.4106,90.25,1.6214,0.9053,1.0483
1/22/2010,1.4154,90.07,1.612,0.905,1.0561
1/25/2010,1.4146,90.12,1.6236,0.903,1.0582
1/26/2010,1.4063,89.63,1.6109,0.8949,1.0669
1/27/2010,1.4053,89.41,1.6204,0.8967,1.0657
1/28/2010,1.3993,90.08,1.6242,0.9024,1.0584
1/29/2010,1.387,90.38,1.6009,0.8873,1.0652
2/1/2010,1.3904,90.8,1.5924,0.8877,1.0651
2/2/2010,1.3955,90.39,1.5968,0.8843,1.0607
2/3/2010,1.3907,91.11,1.5915,0.8818,1.0608
2/4/2010,1.3759,89.11,1.5763,0.8646,1.0735
2/5/2010,1.3608,89.25,1.5619,0.8617,1.0727
2/8/2010,1.3699,89.32,1.565,0.8693,1.0692
2/9/2010,1.3795,89.45,1.5679,0.8772,1.069
2/10/2010,1.3722,89.88,1.5606,0.874,1.0667
2/11/2010,1.364,89.82,1.5674,0.8886,1.0522
2/12/2010,1.3625,90,1.5669,0.8839,1.0529
2/16/2010,1.3742,90.46,1.5732,0.8994,1.0427
2/17/2010,1.3623,90.79,1.5704,0.8994,1.0455
2/18/2010,1.3563,91.43,1.5582,0.8971,1.045
2/19/2010,1.3538,91.94,1.5437,0.8954,1.0419
2/22/2010,1.359,91.11,1.5477,0.8994,1.0428
2/23/2010,1.3537,90.04,1.5464,0.8935,1.0517
2/24/2010,1.3576,90.06,1.5432,0.8941,1.0551
2/25/2010,1.3476,88.85,1.5201,0.8811,1.0675
2/26/2010,1.366,88.84,1.5239,0.8961,1.052
3/1/2010,1.3516,89.28,1.4974,0.9001,1.0421
3/2/2010,1.3564,88.95,1.494,0.9043,1.0325
3/3/2010,1.3731,88.43,1.5124,0.9077,1.0286
3/4/2010,1.3571,89.02,1.5031,0.8997,1.0307
3/5/2010,1.3608,90.32,1.5115,0.9065,1.0284
3/8/2010,1.3613,90.3,1.506,0.9084,1.0286
3/9/2010,1.3586,89.89,1.5003,0.9138,1.0249
3/10/2010,1.3658,90.62,1.4977,0.917,1.0241
3/11/2010,1.3674,90.6,1.5052,0.915,1.0262
3/12/2010,1.3753,90.46,1.5188,0.9152,1.0187
3/15/2010,1.3652,90.45,1.5043,0.9117,1.0216
3/16/2010,1.3758,90.43,1.5192,0.9148,1.0147
3/17/2010,1.3739,90.42,1.5296,0.9225,1.011
3/18/2010,1.3603,90.46,1.5247,0.9201,1.0139
3/19/2010,1.353,90.5,1.5014,0.9164,1.0153
3/22/2010,1.3531,90.02,1.5071,0.9154,1.0193
3/23/2010,1.3535,90.24,1.5067,0.9186,1.0176
3/24/2010,1.3347,91.89,1.4914,0.909,1.0268
3/25/2010,1.3344,92.69,1.4884,0.9119,1.0188
3/26/2010,1.3398,92.56,1.4906,0.9042,1.0283
3/29/2010,1.3465,92.65,1.4969,0.9152,1.0201
3/30/2010,1.3409,92.89,1.509,0.9183,1.0189
3/31/2010,1.3526,93.4,1.5186,0.9169,1.0156
4/1/2010,1.3569,93.83,1.529,0.9212,1.0073
4/2/2010,1.3487,94.51,1.5197,0.9187,1.011
4/5/2010,1.3486,94.28,1.5284,0.921,1.0025
4/6/2010,1.3378,93.81,1.523,0.9254,1.0001
4/7/2010,1.3364,93.59,1.5246,0.9287,1.0028
4/8/2010,1.336,93.16,1.5272,0.9283,1.0019
4/9/2010,1.3468,93.28,1.5371,0.9326,1.0055
4/12/2010,1.3587,93.21,1.5368,0.9297,1.0015
4/13/2010,1.3592,92.78,1.5416,0.9274,1.0029
4/14/2010,1.3666,93.01,1.5484,0.9359,0.996
4/15/2010,1.354,93.04,1.5465,0.9322,1.0013
4/16/2010,1.3487,92.03,1.5395,0.9252,1.0145
4/19/2010,1.3458,92.18,1.5263,0.9185,1.0199
4/20/2010,1.3446,93.28,1.5375,0.9312,0.9984
4/21/2010,1.3383,93.24,1.5397,0.9278,0.9983
4/22/2010,1.3298,93.01,1.5368,0.9246,1.0014
4/23/2010,1.336,94.18,1.5363,0.9229,1.0026
4/26/2010,1.3336,94.06,1.5466,0.9273,1.0009
4/27/2010,1.323,93.01,1.5285,0.917,1.0169
4/28/2010,1.313,94.07,1.516,0.922,1.0125
4/29/2010,1.3243,94.16,1.5303,0.9277,1.0052
4/30/2010,1.3302,94.24,1.5308,0.9306,1.0112
5/3/2010,1.3183,94.68,1.5242,0.9255,1.0134
5/4/2010,1.3037,94.58,1.5135,0.9125,1.0215
5/5/2010,1.289,94.3,1.5134,0.9095,1.0264
5/6/2010,1.2689,92.22,1.4889,0.8939,1.0437
5/7/2010,1.2721,91.67,1.4739,0.889,1.0423
5/10/2010,1.2861,93.39,1.498,0.9016,1.0245
5/11/2010,1.2715,92.83,1.4952,0.899,1.0193
5/12/2010,1.2642,92.93,1.4855,0.8926,1.0197
5/13/2010,1.2568,92.7,1.4659,0.8998,1.0148
5/14/2010,1.239,91.94,1.4557,0.8886,1.0343
5/17/2010,1.2299,92.08,1.4388,0.8735,1.04
5/18/2010,1.2358,92.52,1.4439,0.8727,1.0329
5/19/2010,1.2317,91.16,1.4349,0.838,1.051
5/20/2010,1.237,90.07,1.4344,0.825,1.0656
5/21/2010,1.2575,90.21,1.4466,0.8302,1.0564
5/24/2010,1.2406,90.49,1.4437,0.8324,1.0587
