4 Jan 1999 - 27 July 2018,EUR/USD,USD/JPY,GBP/USD,AUD/USD,USD/CAD
7/7/2003,1.1341,118.08,1.6515,0.6806,1.3486
7/8/2003,1.1265,118.58,1.6326,0.657,1.3702
7/9/2003,1.1311,117.85,1.6306,0.6545,1.3748
7/10/2003,1.139,117.69,1.6326,0.6587,1.3822
7/11/2003,1.1304,117.8,1.6323,0.6607,1.3762
7/14/2003,1.1298,117.54,1.6238,0.66,1.3739
7/15/2003,1.1233,117.24,1.5986,0.6518,1.3927
7/16/2003,1.1209,118.24,1.5952,0.6565,1.3874
7/17/2003,1.1164,118.87,1.5893,0.6517,1.3973
7/18/2003,1.1239,118.4,1.5867,0.6454,1.4114
7/21/2003,1.1346,118.35,1.601,0.6518,1.4052
7/22/2003,1.1325,119.34,1.5978,0.6505,1.4106
7/23/2003,1.1484,118.77,1.609,0.6597,1.399
7/24/2003,1.1441,119.25,1.611,0.6648,1.3964
7/25/2003,1.1513,118.82,1.6198,0.6642,1.3813
7/28/2003,1.1497,119.42,1.6272,0.6639,1.3827
7/29/2003,1.1466,119.78,1.6225,0.6653,1.3857
7/30/2003,1.1367,120.55,1.6167,0.6525,1.4002
7/31/2003,1.1231,120.42,1.609,0.6474,1.4074
8/1/2003,1.1252,120,1.6045,0.6538,1.396
8/4/2003,1.1337,120.47,1.608,0.6472,1.4065
8/5/2003,1.1349,119.95,1.6085,0.6466,1.4045
8/6/2003,1.1357,120.33,1.6081,0.6465,1.406
8/7/2003,1.139,118.91,1.617,0.651,1.3933
8/8/2003,1.1321,119.02,1.608,0.6535,1.3935
8/11/2003,1.1349,118.36,1.6068,0.6586,1.384
8/12/2003,1.1304,118.53,1.6028,0.6568,1.3852
8/13/2003,1.1317,119.07,1.6082,0.6572,1.3836
8/14/2003,1.1249,119.14,1.6,0.6562,1.3937
8/15/2003,1.1255,119.24,1.5958,0.6583,1.3873
8/18/2003,1.1138,119.43,1.5891,0.6562,1.3913
8/19/2003,1.1117,119.26,1.5872,0.6563,1.401
8/20/2003,1.1104,118.23,1.5922,0.6593,1.4028
8/21/2003,1.0976,117.58,1.5845,0.6535,1.4067
8/22/2003,1.0871,117.58,1.5755,0.6506,1.41
8/25/2003,1.0892,117.43,1.5728,0.6513,1.3985
8/26/2003,1.0893,117.49,1.5732,0.6455,1.3933
8/27/2003,1.0906,117.74,1.5746,0.6406,1.4022
8/28/2003,1.0896,117.44,1.577,0.639,1.3973
8/29/2003,1.0986,116.71,1.5773,0.649,1.385
9/2/2003,1.0872,116.15,1.574,0.6402,1.3876
9/3/2003,1.0845,116.04,1.5732,0.6405,1.3816
9/4/2003,1.0899,116.77,1.5785,0.6395,1.3735
9/5/2003,1.1073,117.06,1.5891,0.6468,1.3714
9/8/2003,1.1124,116.48,1.5858,0.6502,1.371
9/9/2003,1.119,116.33,1.5909,0.658,1.3668
9/10/2003,1.1195,117.13,1.5897,0.6575,1.3659
9/11/2003,1.1186,117.07,1.5937,0.6595,1.3709
9/12/2003,1.1307,117.38,1.6062,0.6638,1.363
9/15/2003,1.1304,117.41,1.6018,0.6665,1.366
9/16/2003,1.1166,116.27,1.5871,0.6618,1.369
9/17/2003,1.1239,115.99,1.6044,0.6642,1.3667
9/18/2003,1.124,115.27,1.6155,0.6659,1.3644
9/19/2003,1.1346,113.99,1.6315,0.6727,1.3469
9/22/2003,1.1468,111.95,1.6472,0.681,1.3474
9/23/2003,1.1487,111.65,1.656,0.6789,1.3561
9/24/2003,1.1472,111.7,1.6558,0.6784,1.3543
9/25/2003,1.1484,111.86,1.6587,0.6796,1.3477
9/26/2003,1.1482,111.8,1.6597,0.6745,1.3547
9/29/2003,1.1578,111.07,1.6642,0.6745,1.3552
9/30/2003,1.165,111.43,1.662,0.6797,1.3507
10/1/2003,1.1708,110.61,1.6667,0.683,1.3481
10/2/2003,1.1717,110.59,1.675,0.6846,1.3388
10/3/2003,1.1596,110.9,1.663,0.6814,1.3418
10/6/2003,1.1706,110.81,1.6742,0.6848,1.3413
10/7/2003,1.1784,109.81,1.6628,0.6908,1.3295
10/8/2003,1.1805,109.55,1.6598,0.6903,1.3332
10/9/2003,1.1695,109.34,1.6609,0.688,1.3401
10/10/2003,1.1812,108.57,1.6654,0.6916,1.321
10/14/2003,1.1724,109.29,1.6737,0.6889,1.3234
10/15/2003,1.1652,109.56,1.6698,0.6898,1.3243
10/16/2003,1.1665,109.36,1.676,0.6912,1.3162
10/17/2003,1.163,109.57,1.6721,0.6918,1.3145
10/20/2003,1.1671,110.22,1.6749,0.6935,1.32
10/21/2003,1.1676,109.69,1.6746,0.6996,1.316
10/22/2003,1.1805,108.95,1.6935,0.7067,1.3043
10/23/2003,1.1795,109.59,1.6943,0.6999,1.3087
10/24/2003,1.1833,109.23,1.6972,0.7009,1.3072
10/27/2003,1.1762,108.38,1.6952,0.7038,1.3107
10/28/2003,1.1689,108.33,1.6956,0.7051,1.3108
10/29/2003,1.1673,108.18,1.6988,0.7047,1.3098
10/30/2003,1.1694,108.27,1.7025,0.7075,1.3069
10/31/2003,1.1609,110.1,1.6956,0.7077,1.3195
11/3/2003,1.1454,111.2,1.6786,0.6986,1.3323
11/4/2003,1.1497,109.6,1.6802,0.7017,1.3321
11/5/2003,1.1473,109.91,1.678,0.71,1.3312
11/6/2003,1.1417,110.15,1.6693,0.7075,1.3362
11/7/2003,1.1505,109.29,1.6708,0.7092,1.3237
11/10/2003,1.1515,107.98,1.6737,0.7167,1.3108
11/12/2003,1.1647,108.55,1.677,0.718,1.3007
11/13/2003,1.1711,108.33,1.688,0.7196,1.3
11/14/2003,1.1743,108.43,1.6841,0.7179,1.3034
11/17/2003,1.1744,108.98,1.6885,0.7105,1.3143
11/18/2003,1.1893,108.11,1.6998,0.7212,1.3025
11/19/2003,1.1909,109.06,1.6982,0.7229,1.304
11/20/2003,1.1895,108.99,1.7024,0.7238,1.3031
11/21/2003,1.1913,108.87,1.7025,0.7227,1.3042
11/24/2003,1.1768,109.39,1.695,0.7176,1.321
11/25/2003,1.1785,109.72,1.6983,0.7186,1.3135
11/26/2003,1.1918,109.11,1.709,0.7237,1.3045
11/28/2003,1.1995,109.53,1.7219,0.7236,1.2973
12/1/2003,1.1956,109.61,1.7209,0.7265,1.3023
12/2/2003,1.2084,108.82,1.7291,0.7318,1.2988
12/3/2003,1.2093,108.17,1.7248,0.7358,1.3
12/4/2003,1.2077,108.19,1.72,0.7336,1.3125
12/5/2003,1.2157,107.78,1.727,0.7358,1.3045
12/8/2003,1.2217,107.23,1.7334,0.7402,1.2967
12/9/2003,1.2229,107.3,1.743,0.7398,1.3092
12/10/2003,1.2215,108.4,1.7446,0.7398,1.3078
12/11/2003,1.2164,108.23,1.7445,0.7355,1.3272
12/12/2003,1.2284,107.73,1.7466,0.7425,1.315
12/15/2003,1.229,107.52,1.745,0.7429,1.3129
12/16/2003,1.2328,107.6,1.751,0.7436,1.3185
12/17/2003,1.2381,107.42,1.7615,0.7408,1.325
12/18/2003,1.2376,107.92,1.7673,0.7374,1.3295
12/19/2003,1.238,107.94,1.7675,0.7365,1.3405
12/22/2003,1.2415,107.4,1.7635,0.734,1.332
12/23/2003,1.2406,107.44,1.765,0.7361,1.3244
12/24/2003,1.2464,107.29,1.7748,0.743,1.3109
12/26/2003,1.2441,107.18,1.7725,0.7415,1.3067
12/29/2003,1.2485,106.93,1.7705,0.7422,1.3103
12/30/2003,1.2521,107,1.7786,0.7482,1.3036
12/31/2003,1.2597,107.13,1.7842,0.752,1.2923
1/2/2004,1.2592,106.95,1.7902,0.7576,1.29
1/5/2004,1.2679,106.1,1.8085,0.7682,1.2803
1/6/2004,1.2773,106.2,1.8245,0.7702,1.2824
1/7/2004,1.2665,106.19,1.8193,0.7685,1.2884
1/8/2004,1.2772,106.17,1.8338,0.7755,1.279
1/9/2004,1.2853,106.54,1.8472,0.7777,1.269
1/12/2004,1.2802,106.48,1.8511,0.7788,1.2735
1/13/2004,1.2735,106.25,1.8432,0.7772,1.2729
1/14/2004,1.2726,106.06,1.8409,0.7779,1.2866
1/15/2004,1.2588,106.1,1.8205,0.7702,1.299
1/16/2004,1.2395,106.87,1.7996,0.7663,1.2975
1/20/2004,1.2584,107.17,1.8187,0.7691,1.2861
1/21/2004,1.2617,106.84,1.8295,0.7733,1.3018
1/22/2004,1.2717,106.08,1.8446,0.7791,1.297
1/23/2004,1.261,106.21,1.8203,0.7714,1.3115
1/26/2004,1.2552,106.15,1.82,0.773,1.313
1/27/2004,1.2643,105.56,1.8277,0.7805,1.3048
1/28/2004,1.262,105.52,1.837,0.7788,1.3218
1/29/2004,1.2389,106.09,1.8112,0.7585,1.334
1/30/2004,1.2452,105.84,1.8215,0.7625,1.3265
2/2/2004,1.2426,105.59,1.8182,0.7566,1.3385
2/3/2004,1.2561,105.36,1.838,0.7651,1.3374
2/4/2004,1.2552,105.53,1.8335,0.7624,1.333
2/5/2004,1.2606,105.52,1.8378,0.7655,1.3318
2/6/2004,1.2694,105.57,1.8459,0.7679,1.3297
2/9/2004,1.2672,105.68,1.858,0.776,1.3304
2/10/2004,1.2727,105.55,1.8697,0.7814,1.3289
2/11/2004,1.2815,105.37,1.885,0.786,1.3178
2/12/2004,1.2807,105.42,1.891,0.7887,1.3188
2/13/2004,1.2751,105.6,1.883,0.7875,1.3148
2/17/2004,1.2848,105.8,1.9045,0.7979,1.3108
2/18/2004,1.2812,106.37,1.9023,0.793,1.3182
2/19/2004,1.2685,107.09,1.8921,0.7912,1.3283
2/20/2004,1.2563,108.83,1.8668,0.774,1.3442
2/23/2004,1.2569,108.22,1.8686,0.7743,1.3363
2/24/2004,1.2692,108.11,1.8901,0.7808,1.3283
2/25/2004,1.2503,108.99,1.8757,0.7722,1.337
2/26/2004,1.2444,109.59,1.8609,0.7703,1.3433
2/27/2004,1.2441,109.26,1.8575,0.7717,1.3405
3/1/2004,1.2431,108.93,1.868,0.7725,1.3395
3/2/2004,1.2212,110.27,1.8386,0.761,1.3437
3/3/2004,1.2088,110.25,1.8192,0.7424,1.348
3/4/2004,1.2225,110.74,1.825,0.7529,1.3326
3/5/2004,1.2401,111.42,1.8428,0.7587,1.3191
3/8/2004,1.2371,112.12,1.8471,0.7553,1.3235
3/9/2004,1.2428,111.2,1.8395,0.7635,1.3188
3/10/2004,1.2226,111.04,1.8,0.7486,1.3275
3/11/2004,1.2268,110.89,1.8008,0.7361,1.3228
3/12/2004,1.2191,110.82,1.7943,0.7325,1.3385
3/15/2004,1.2243,110.48,1.7993,0.7349,1.3322
3/16/2004,1.227,108.95,1.8105,0.7411,1.3333
3/17/2004,1.2197,108.18,1.8132,0.7392,1.3419
3/18/2004,1.2392,106.6,1.8363,0.7522,1.329
3/19/2004,1.2269,106.97,1.827,0.7475,1.331
3/22/2004,1.2368,106.84,1.8485,0.7548,1.328
3/23/2004,1.2311,106.63,1.8502,0.7526,1.332
3/24/2004,1.2213,106.23,1.8351,0.7488,1.3385
3/25/2004,1.217,106.06,1.8099,0.7407,1.3303
3/26/2004,1.2092,105.93,1.8104,0.7428,1.3194
3/29/2004,1.2141,105.52,1.8163,0.7484,1.3097
3/30/2004,1.2202,105.61,1.8283,0.7531,1.308
3/31/2004,1.2292,104.18,1.84,0.762,1.31
4/1/2004,1.2358,103.7,1.8564,0.7671,1.3101
4/2/2004,1.2109,104.55,1.8293,0.7584,1.314
4/5/2004,1.2008,105.36,1.814,0.7531,1.3152
4/6/2004,1.2089,105.9,1.8374,0.7615,1.3095
4/7/2004,1.2171,105.2,1.841,0.7674,1.313
4/8/2004,1.2088,106.1,1.8325,0.761,1.326
4/9/2004,1.2102,106.45,1.8322,0.7623,1.3292
4/12/2004,1.2068,105.5,1.8358,0.7677,1.3377
4/13/2004,1.1923,106.96,1.816,0.7547,1.3363
4/14/2004,1.194,108.53,1.7902,0.7339,1.3445
4/15/2004,1.1914,108.58,1.7785,0.7379,1.3485
4/16/2004,1.2025,107.69,1.8004,0.7456,1.3445
4/19/2004,1.2019,108.5,1.8055,0.7453,1.3467
4/20/2004,1.191,108.43,1.7914,0.7371,1.3534
4/21/2004,1.1853,109.55,1.772,0.7318,1.359
4/22/2004,1.1861,109.85,1.7684,0.7303,1.359
4/23/2004,1.1802,109.38,1.7674,0.7287,1.3612
4/26/2004,1.1851,108.55,1.7857,0.7335,1.3559
4/27/2004,1.1927,109.48,1.7925,0.7335,1.3517
4/28/2004,1.183,109.85,1.772,0.7232,1.3672
4/29/2004,1.1945,109.96,1.7751,0.7198,1.3697
4/30/2004,1.1975,110.37,1.7744,0.721,1.3711
5/3/2004,1.1937,110.34,1.772,0.7198,1.374
5/4/2004,1.2076,110.02,1.7907,0.7284,1.3702
5/5/2004,1.2165,108.5,1.7932,0.7337,1.3725
5/6/2004,1.209,109.58,1.7941,0.7238,1.3784
5/7/2004,1.1885,112.3,1.7842,0.7031,1.3858
5/10/2004,1.1834,114.03,1.7723,0.691,1.3934
5/11/2004,1.1818,113.67,1.7544,0.6953,1.3866
5/12/2004,1.1911,113.21,1.7743,0.6962,1.3878
5/13/2004,1.1801,114.25,1.7584,0.6882,1.397
5/14/2004,1.1874,114.3,1.7572,0.6895,1.3928
5/17/2004,1.2009,114.1,1.7695,0.6887,1.3855
5/18/2004,1.1971,114.06,1.7695,0.6866,1.3913
5/19/2004,1.2015,112.77,1.7827,0.6978,1.3769
5/20/2004,1.1926,113.18,1.771,0.693,1.3705
5/21/2004,1.2009,112.09,1.788,0.7008,1.3734
5/24/2004,1.1978,112.66,1.7908,0.6982,1.3697
5/25/2004,1.2107,112.21,1.8135,0.706,1.3763
5/26/2004,1.2102,111.7,1.8142,0.7059,1.3705
5/27/2004,1.2274,110.77,1.8369,0.7179,1.358
5/28/2004,1.2217,110.18,1.833,0.7138,1.3666
6/1/2004,1.221,110.45,1.8359,0.7067,1.3687
6/2/2004,1.225,110.28,1.8381,0.697,1.3618
6/3/2004,1.2205,111.14,1.8387,0.6849,1.3606
6/4/2004,1.2258,111.27,1.8367,0.6922,1.3505
6/7/2004,1.232,109.61,1.8386,0.7043,1.345
6/8/2004,1.2273,109.77,1.8361,0.701,1.3468
6/9/2004,1.2097,109.74,1.8292,0.692,1.3541
6/10/2004,1.211,109.33,1.838,0.6983,1.3572
6/11/2004,1.2011,110.09,1.8175,0.6912,1.3656
6/14/2004,1.2073,111.15,1.8148,0.6883,1.3682
6/15/2004,1.2139,109.59,1.8278,0.696,1.3699
6/16/2004,1.2006,110.15,1.8262,0.687,1.3772
6/17/2004,1.204,109.63,1.8341,0.684,1.3752
6/18/2004,1.2118,108.65,1.8368,0.6905,1.3645
6/21/2004,1.211,108.57,1.831,0.6905,1.364
6/22/2004,1.2092,109,1.8217,0.6855,1.3592
6/23/2004,1.209,108.64,1.8184,0.6865,1.3614
6/24/2004,1.217,107.1,1.8216,0.6996,1.343
6/25/2004,1.2145,107.82,1.8218,0.699,1.3489
6/28/2004,1.2193,107.95,1.8294,0.6998,1.3435
6/29/2004,1.2124,108.18,1.809,0.6908,1.3465
6/30/2004,1.2179,109.43,1.8126,0.6952,1.3407
7/1/2004,1.2158,108.24,1.816,0.7036,1.3325
7/2/2004,1.2307,108.6,1.83,0.7125,1.3254
7/6/2004,1.229,109.24,1.8423,0.7148,1.3261
7/7/2004,1.2384,108.38,1.8571,0.7232,1.3196
7/8/2004,1.239,108.76,1.8566,0.7221,1.3164
7/9/2004,1.2388,108.21,1.8555,0.7226,1.3207
7/12/2004,1.2409,108.24,1.864,0.728,1.3188
7/13/2004,1.2302,109.37,1.854,0.7216,1.3259
7/14/2004,1.2385,109.13,1.8564,0.7225,1.3225
7/15/2004,1.2373,109.52,1.8545,0.7235,1.324
7/16/2004,1.2437,108.77,1.8708,0.731,1.3092
7/19/2004,1.2431,108.28,1.8734,0.7334,1.3082
7/20/2004,1.2377,108.38,1.8556,0.7313,1.3099
7/21/2004,1.2224,110.1,1.8354,0.7131,1.3242
7/22/2004,1.2273,109.68,1.847,0.7152,1.3136
7/23/2004,1.2122,110.11,1.8321,0.7102,1.3219
7/26/2004,1.2135,110.08,1.8393,0.709,1.332
7/27/2004,1.2056,111.09,1.8219,0.7006,1.3353
7/28/2004,1.2046,111.78,1.8222,0.698,1.3309
7/29/2004,1.207,111.88,1.8174,0.6994,1.3259
7/30/2004,1.2032,111.39,1.8183,0.7035,1.3296
8/2/2004,1.2034,111.08,1.8273,0.7042,1.3314
8/3/2004,1.2051,110.6,1.8243,0.7046,1.3185
8/4/2004,1.2057,111.29,1.8248,0.7037,1.3152
8/5/2004,1.205,111.53,1.8231,0.7038,1.3178
8/6/2004,1.2272,110.05,1.8459,0.7148,1.31
8/9/2004,1.2261,110.57,1.8403,0.7172,1.3165
8/10/2004,1.2306,110.79,1.8387,0.7155,1.3139
8/11/2004,1.2222,110.78,1.828,0.7132,1.324
8/12/2004,1.2224,111.14,1.821,0.7127,1.3323
8/13/2004,1.2354,110.67,1.8432,0.716,1.3092
8/16/2004,1.2333,110.64,1.8392,0.7169,1.3076
8/17/2004,1.2329,110.07,1.8288,0.7148,1.308
8/18/2004,1.2299,109.71,1.8225,0.7145,1.3074
8/19/2004,1.2368,109.34,1.8313,0.7245,1.2964
8/20/2004,1.2324,109.32,1.8213,0.7238,1.298
8/23/2004,1.2196,109.47,1.8143,0.7184,1.3065
8/24/2004,1.2099,109.63,1.7935,0.7064,1.3048
8/25/2004,1.209,110.38,1.7965,0.7061,1.3047
8/26/2004,1.2084,109.73,1.7939,0.701,1.3123
8/27/2004,1.2025,109.51,1.7921,0.704,1.3104
8/30/2004,1.2049,109.84,1.7925,0.7001,1.3174
8/31/2004,1.2183,109,1.8031,0.7071,1.3166
9/1/2004,1.2179,109.62,1.794,0.7039,1.3071
9/2/2004,1.2164,109.52,1.7916,0.6952,1.2995
9/3/2004,1.2052,110.47,1.7759,0.69,1.3005
9/7/2004,1.2093,109.32,1.7733,0.6933,1.2882
9/8/2004,1.2164,109.22,1.7882,0.697,1.2905
9/9/2004,1.2189,109.69,1.7853,0.688,1.2878
9/10/2004,1.2282,109.33,1.7979,0.6968,1.288
9/13/2004,1.2251,110.13,1.7956,0.6959,1.3
9/14/2004,1.2268,109.4,1.8001,0.703,1.292
9/15/2004,1.2144,110.34,1.7772,0.6945,1.2987
9/16/2004,1.2154,109.75,1.7909,0.6988,1.2914
9/17/2004,1.2174,109.97,1.7921,0.6971,1.3002
9/20/2004,1.2172,109.87,1.788,0.7006,1.2944
9/21/2004,1.2264,109.94,1.7946,0.7011,1.2886
9/22/2004,1.2261,110.53,1.7949,0.7075,1.2816
9/23/2004,1.2298,110.39,1.8003,0.7139,1.2782
9/24/2004,1.2256,110.72,1.8031,0.7139,1.2763
9/27/2004,1.2307,111.13,1.8076,0.7133,1.2738
9/28/2004,1.2306,111.48,1.8105,0.716,1.2754
9/29/2004,1.2308,110.9,1.797,0.7148,1.273
9/30/2004,1.2417,110.2,1.809,0.7244,1.2648
10/1/2004,1.24,110.45,1.7976,0.7232,1.2629
10/4/2004,1.2274,111.13,1.7827,0.7207,1.2726
10/5/2004,1.2316,111.21,1.7828,0.7232,1.2625
10/6/2004,1.2298,111.34,1.779,0.7236,1.2592
10/7/2004,1.2286,111.15,1.7822,0.7267,1.2577
10/8/2004,1.2418,109.44,1.7935,0.7352,1.2512
10/12/2004,1.232,109.79,1.7879,0.7305,1.2575
10/13/2004,1.2271,109.78,1.789,0.7235,1.264
10/14/2004,1.2393,109.6,1.7972,0.7315,1.2528
10/15/2004,1.2478,109.14,1.8048,0.7317,1.252
10/18/2004,1.252,109.23,1.801,0.7267,1.255
10/19/2004,1.2515,108.36,1.8039,0.7285,1.2542
10/20/2004,1.2627,108.16,1.8187,0.7367,1.2432
10/21/2004,1.2622,107.43,1.8297,0.739,1.2426
10/22/2004,1.2639,107.42,1.8277,0.7396,1.2379
10/25/2004,1.2783,106.61,1.8404,0.7476,1.2232
10/26/2004,1.2758,106.63,1.8369,0.746,1.2246
10/27/2004,1.2725,106.67,1.8323,0.746,1.2253
10/28/2004,1.2759,106.09,1.832,0.7478,1.2194
10/29/2004,1.2746,106.04,1.8345,0.7468,1.2209
11/1/2004,1.2741,106.41,1.8323,0.746,1.2229
11/2/2004,1.2703,106.29,1.8385,0.7447,1.2263
11/3/2004,1.2787,106.2,1.8445,0.7539,1.2121
11/4/2004,1.2883,106.02,1.844,0.7585,1.2053
11/5/2004,1.2938,105.6,1.8542,0.762,1.1981
11/8/2004,1.2936,105.57,1.8564,0.7578,1.1925
11/9/2004,1.293,105.57,1.8589,0.7618,1.195
11/10/2004,1.2925,106.91,1.8476,0.7592,1.1977
11/12/2004,1.2973,105.53,1.8552,0.7685,1.1919
11/15/2004,1.2944,105.53,1.848,0.7719,1.2032
11/16/2004,1.2979,105.35,1.8544,0.7728,1.1932
11/17/2004,1.3031,104.18,1.858,0.7833,1.1925
11/18/2004,1.2982,104.23,1.8514,0.7786,1.207
11/19/2004,1.3059,102.8,1.86,0.7852,1.1928
11/22/2004,1.3048,103.2,1.859,0.7839,1.1848
11/23/2004,1.309,103.42,1.8713,0.786,1.1865
11/24/2004,1.3162,102.94,1.8813,0.7863,1.1813
11/26/2004,1.3288,102.58,1.8965,0.7903,1.1775
11/29/2004,1.3286,102.61,1.8948,0.7852,1.1846
11/30/2004,1.3259,103.04,1.9073,0.7723,1.1902
12/1/2004,1.3308,102.78,1.9297,0.7754,1.1856
12/2/2004,1.3268,103.11,1.9225,0.7769,1.1899
12/3/2004,1.339,102.56,1.9375,0.7778,1.1976
12/6/2004,1.3431,102.68,1.9423,0.7748,1.2012
12/7/2004,1.3437,102.74,1.9459,0.7754,1.2088
12/8/2004,1.3252,104.74,1.9283,0.7545,1.2248
12/9/2004,1.3274,104.93,1.9185,0.7532,1.2253
12/10/2004,1.3224,105.45,1.9134,0.7495,1.2273
12/13/2004,1.3309,104.67,1.9235,0.7592,1.2286
12/14/2004,1.328,105.59,1.9239,0.7566,1.2377
12/15/2004,1.3429,104.02,1.9446,0.7652,1.2229
12/16/2004,1.3287,104.36,1.9375,0.7563,1.2363
12/17/2004,1.3295,104.28,1.939,0.7607,1.2257
12/20/2004,1.3396,104.01,1.9482,0.7644,1.2297
12/21/2004,1.3377,104.33,1.9263,0.766,1.2271
12/22/2004,1.339,103.95,1.9125,0.7656,1.2401
12/23/2004,1.3491,103.71,1.9193,0.7654,1.2358
12/24/2004,1.3536,103.65,1.9236,0.7689,1.2291
12/27/2004,1.3625,102.97,1.9369,0.7777,1.216
12/28/2004,1.3621,103.13,1.9316,0.7787,1.2185
12/29/2004,1.3568,104.19,1.9157,0.7709,1.2165
12/30/2004,1.3623,103.11,1.922,0.7785,1.2064
12/31/2004,1.3538,102.68,1.916,0.7805,1.2034
1/3/2005,1.3476,102.83,1.9058,0.779,1.2108
1/4/2005,1.3295,104.27,1.8834,0.7668,1.2248
1/5/2005,1.3292,103.95,1.8875,0.7678,1.2236
1/6/2005,1.3187,104.87,1.8751,0.7612,1.2371
1/7/2005,1.3062,104.93,1.8702,0.758,1.2333
1/10/2005,1.3109,104.32,1.8751,0.7596,1.2194
1/11/2005,1.3161,103.42,1.8796,0.7642,1.2142
1/12/2005,1.3281,102.26,1.8932,0.768,1.1982
1/13/2005,1.3207,102.55,1.8832,0.767,1.2005
1/14/2005,1.3106,102.5,1.8695,0.7586,1.2188
1/18/2005,1.3043,102.36,1.8693,0.7578,1.2217
1/19/2005,1.3036,102.52,1.8742,0.7606,1.2268
1/20/2005,1.2959,103.31,1.872,0.7612,1.2334
1/21/2005,1.3049,102.85,1.874,0.7712,1.2211
1/24/2005,1.3041,102.67,1.8778,0.769,1.2258
1/25/2005,1.2954,104.16,1.8647,0.765,1.2381
1/26/2005,1.3081,102.9,1.8833,0.7751,1.2307
1/27/2005,1.3032,103.15,1.8866,0.7756,1.2366
1/28/2005,1.3033,103.45,1.885,0.7751,1.2422
1/31/2005,1.3049,103.55,1.885,0.7759,1.2396
2/1/2005,1.3017,103.93,1.8792,0.7723,1.2405
2/2/2005,1.3015,104.05,1.8826,0.7737,1.2408
2/3/2005,1.2959,104.55,1.8805,0.7703,1.2424
2/4/2005,1.2927,103.7,1.885,0.7725,1.2495
2/7/2005,1.2773,104.68,1.8607,0.7713,1.2562
2/8/2005,1.2783,105.65,1.857,0.7669,1.2476
2/9/2005,1.2797,105.84,1.8582,0.7684,1.2511
2/10/2005,1.2882,105.69,1.8708,0.7826,1.2406
2/11/2005,1.2864,105.75,1.866,0.7853,1.238
2/14/2005,1.2981,104.94,1.8917,0.7892,1.2342
2/15/2005,1.2986,104.47,1.8894,0.7863,1.2336
2/16/2005,1.2994,105.62,1.878,0.7819,1.2421
2/17/2005,1.3083,105.4,1.895,0.7883,1.231
2/18/2005,1.3075,105.69,1.8949,0.7878,1.2294
2/22/2005,1.323,104.15,1.9092,0.794,1.2301
2/23/2005,1.3208,104.96,1.9066,0.786,1.2402
2/24/2005,1.3205,105.41,1.9104,0.7871,1.2435
2/25/2005,1.3195,105.21,1.9149,0.7853,1.2407
2/28/2005,1.3274,104.25,1.9249,0.794,1.2295
3/1/2005,1.3189,104.37,1.9206,0.7847,1.2425
3/2/2005,1.3127,104.71,1.9124,0.7834,1.2395
3/3/2005,1.313,105.02,1.9098,0.7842,1.2463
3/4/2005,1.3244,104.46,1.9243,0.7919,1.2324
3/7/2005,1.3203,105.22,1.9159,0.7925,1.23
3/8/2005,1.3342,104.51,1.9292,0.7974,1.2163
3/9/2005,1.3384,103.87,1.9239,0.793,1.2064
3/10/2005,1.3409,104.15,1.9233,0.7901,1.205
3/11/2005,1.3465,103.93,1.9261,0.7936,1.2041
3/14/2005,1.3346,105.01,1.9116,0.7866,1.2087
3/15/2005,1.3315,104.54,1.9134,0.7894,1.2064
3/16/2005,1.3423,104.1,1.9264,0.7946,1.2038
3/17/2005,1.3373,104.57,1.924,0.7935,1.2028
3/18/2005,1.3311,104.7,1.9192,0.7937,1.2027
3/21/2005,1.3165,105.1,1.8974,0.7866,1.211
3/22/2005,1.321,104.99,1.8997,0.7918,1.2017
3/23/2005,1.3005,105.76,1.8712,0.7747,1.2133
3/24/2005,1.2957,106.26,1.8709,0.7711,1.215
3/25/2005,1.2954,106.32,1.8684,0.7719,1.218
3/28/2005,1.2877,107.22,1.8657,0.7685,1.2234
3/29/2005,1.2913,107.49,1.8752,0.7715,1.2135
3/30/2005,1.2944,107.33,1.8816,0.7717,1.2164
3/31/2005,1.2969,107.22,1.8888,0.7729,1.2094
4/1/2005,1.2896,107.57,1.8789,0.7697,1.2146
4/4/2005,1.2838,108.28,1.8733,0.767,1.2202
4/5/2005,1.2842,108.43,1.8773,0.7674,1.2198
4/6/2005,1.2868,108.67,1.8787,0.7658,1.2216
4/7/2005,1.2906,108.44,1.8768,0.7684,1.2205
4/8/2005,1.2912,108.26,1.8824,0.7726,1.2252
4/11/2005,1.2972,107.79,1.8908,0.7755,1.233
4/12/2005,1.2873,108.26,1.8842,0.7734,1.2408
4/13/2005,1.2918,107.32,1.893,0.7797,1.2365
4/14/2005,1.2819,108.18,1.8806,0.7715,1.2417
4/15/2005,1.2928,107.65,1.893,0.7703,1.242
4/18/2005,1.3037,107.39,1.9052,0.7664,1.2482
4/19/2005,1.3034,107.02,1.9165,0.7704,1.2409
4/20/2005,1.308,106.82,1.9197,0.7755,1.2388
4/21/2005,1.3093,106.85,1.9104,0.7768,1.2384
4/22/2005,1.3068,105.85,1.9151,0.7819,1.2342
4/25/2005,1.2984,105.67,1.9117,0.7799,1.2372
4/26/2005,1.2964,106.03,1.904,0.7792,1.2462
4/27/2005,1.2938,105.98,1.9047,0.7764,1.2465
4/28/2005,1.2916,105.97,1.9097,0.7795,1.2508
