4 Jan 1999 - 27 July 2018,EUR/USD,GBP/USD,AUD/USD,USD/CAD,USD/CHF,SP500,DGS10
11/19/03,1.1909,1.6982,0.7229,1.304,1.3032,1042.439941,4.24
11/20/03,1.1895,1.7024,0.7238,1.3031,1.302,1033.650024,4.16
11/21/03,1.1913,1.7025,0.7227,1.3042,1.2985,1035.280029,4.15
11/24/03,1.1768,1.695,0.7176,1.321,1.3198,1052.079956,4.23
11/25/03,1.1785,1.6983,0.7186,1.3135,1.3172,1053.890015,4.19
11/26/03,1.1918,1.709,0.7237,1.3045,1.299,1058.449951,4.25
11/28/03,1.1995,1.7219,0.7236,1.2973,1.2917,1058.199951,4.34
12/1/03,1.1956,1.7209,0.7265,1.3023,1.3003,1070.119995,4.4
12/2/03,1.2084,1.7291,0.7318,1.2988,1.2875,1066.619995,4.38
12/3/03,1.2093,1.7248,0.7358,1.3,1.2888,1064.72998,4.41
12/4/03,1.2077,1.72,0.7336,1.3125,1.2906,1069.719971,4.38
12/5/03,1.2157,1.727,0.7358,1.3045,1.2755,1061.5,4.23
12/8/03,1.2217,1.7334,0.7402,1.2967,1.2663,1069.300049,4.29
12/9/03,1.2229,1.743,0.7398,1.3092,1.2664,1060.180054,4.32
12/10/03,1.2215,1.7446,0.7398,1.3078,1.2657,1059.050049,4.3
12/11/03,1.2164,1.7445,0.7355,1.3272,1.2758,1071.209961,4.27
12/12/03,1.2284,1.7466,0.7425,1.315,1.2628,1074.140015,4.26
12/15/03,1.229,1.745,0.7429,1.3129,1.2635,1068.040039,4.28
12/16/03,1.2328,1.751,0.7436,1.3185,1.2595,1075.130005,4.24
12/17/03,1.2381,1.7615,0.7408,1.325,1.2553,1076.47998,4.19
12/18/03,1.2376,1.7673,0.7374,1.3295,1.2555,1089.180054,4.16
12/19/03,1.238,1.7675,0.7365,1.3405,1.2565,1088.660034,4.15
12/22/03,1.2415,1.7635,0.734,1.332,1.254,1092.939941,4.18
12/23/03,1.2406,1.765,0.7361,1.3244,1.2583,1096.02002,4.28
12/24/03,1.2464,1.7748,0.743,1.3109,1.2466,1094.040039,4.2
12/26/03,1.2441,1.7725,0.7415,1.3067,1.2523,1095.890015,4.17
12/29/03,1.2485,1.7705,0.7422,1.3103,1.2493,1109.47998,4.24
12/30/03,1.2521,1.7786,0.7482,1.3036,1.2452,1109.640015,4.29
12/31/03,1.2597,1.7842,0.752,1.2923,1.238,1111.920044,4.27
1/2/04,1.2592,1.7902,0.7576,1.29,1.239,1108.47998,4.38
1/5/04,1.2679,1.8085,0.7682,1.2803,1.2322,1122.219971,4.41
1/6/04,1.2773,1.8245,0.7702,1.2824,1.2272,1123.670044,4.29
1/7/04,1.2665,1.8193,0.7685,1.2884,1.2385,1126.329956,4.27
1/8/04,1.2772,1.8338,0.7755,1.279,1.2253,1131.920044,4.27
1/9/04,1.2853,1.8472,0.7777,1.269,1.219,1121.859985,4.11
1/12/04,1.2802,1.8511,0.7788,1.2735,1.2225,1127.22998,4.11
1/13/04,1.2735,1.8432,0.7772,1.2729,1.2262,1121.219971,4.05
1/14/04,1.2726,1.8409,0.7779,1.2866,1.2268,1130.52002,4.01
1/15/04,1.2588,1.8205,0.7702,1.299,1.2422,1132.050049,3.99
1/16/04,1.2395,1.7996,0.7663,1.2975,1.2659,1139.829956,4.04
1/20/04,1.2584,1.8187,0.7691,1.2861,1.2468,1138.77002,4.08
1/21/04,1.2617,1.8295,0.7733,1.3018,1.2426,1147.619995,4.05
1/22/04,1.2717,1.8446,0.7791,1.297,1.2338,1143.939941,3.99
1/23/04,1.261,1.8203,0.7714,1.3115,1.243,1141.550049,4.09
1/26/04,1.2552,1.82,0.773,1.313,1.2484,1155.369995,4.16
1/27/04,1.2643,1.8277,0.7805,1.3048,1.2389,1144.050049,4.11
1/28/04,1.262,1.837,0.7788,1.3218,1.243,1128.47998,4.22
1/29/04,1.2389,1.8112,0.7585,1.334,1.2621,1134.109985,4.22
1/30/04,1.2452,1.8215,0.7625,1.3265,1.2593,1131.130005,4.16
2/2/04,1.2426,1.8182,0.7566,1.3385,1.2628,1135.26001,4.18
2/3/04,1.2561,1.838,0.7651,1.3374,1.2478,1136.030029,4.13
2/4/04,1.2552,1.8335,0.7624,1.333,1.2497,1126.52002,4.15
2/5/04,1.2606,1.8378,0.7655,1.3318,1.2443,1128.589966,4.2
2/6/04,1.2694,1.8459,0.7679,1.3297,1.2343,1142.76001,4.12
2/9/04,1.2672,1.858,0.776,1.3304,1.2373,1139.810059,4.09
2/10/04,1.2727,1.8697,0.7814,1.3289,1.2331,1145.540039,4.13
2/11/04,1.2815,1.885,0.786,1.3178,1.2293,1157.76001,4.05
2/12/04,1.2807,1.891,0.7887,1.3188,1.2305,1152.109985,4.1
2/13/04,1.2751,1.883,0.7875,1.3148,1.2372,1145.810059,4.05
2/17/04,1.2848,1.9045,0.7979,1.3108,1.2269,1156.98999,4.05
2/18/04,1.2812,1.9023,0.793,1.3182,1.2299,1151.819946,4.05
2/19/04,1.2685,1.8921,0.7912,1.3283,1.2426,1147.060059,4.05
2/20/04,1.2563,1.8668,0.774,1.3442,1.2572,1144.109985,4.1
2/23/04,1.2569,1.8686,0.7743,1.3363,1.2555,1140.98999,4.05
2/24/04,1.2692,1.8901,0.7808,1.3283,1.2401,1139.089966,4.04
2/25/04,1.2503,1.8757,0.7722,1.337,1.2587,1143.670044,4.02
2/26/04,1.2444,1.8609,0.7703,1.3433,1.2662,1144.910034,4.05
2/27/04,1.2441,1.8575,0.7717,1.3405,1.268,1144.939941,3.99
3/1/04,1.2431,1.868,0.7725,1.3395,1.2703,1155.969971,4
3/2/04,1.2212,1.8386,0.761,1.3437,1.2963,1149.099976,4.05
3/3/04,1.2088,1.8192,0.7424,1.348,1.3038,1151.030029,4.07
3/4/04,1.2225,1.825,0.7529,1.3326,1.2902,1154.869995,4.04
3/5/04,1.2401,1.8428,0.7587,1.3191,1.2726,1156.859985,3.85
3/8/04,1.2371,1.8471,0.7553,1.3235,1.2788,1147.199951,3.78
3/9/04,1.2428,1.8395,0.7635,1.3188,1.2707,1140.579956,3.73
3/10/04,1.2226,1.8,0.7486,1.3275,1.29,1123.890015,3.74
3/11/04,1.2268,1.8008,0.7361,1.3228,1.2784,1106.780029,3.74
3/12/04,1.2191,1.7943,0.7325,1.3385,1.2865,1120.569946,3.78
3/15/04,1.2243,1.7993,0.7349,1.3322,1.2785,1104.48999,3.78
3/16/04,1.227,1.8105,0.7411,1.3333,1.28,1110.699951,3.7
3/17/04,1.2197,1.8132,0.7392,1.3419,1.2836,1123.75,3.71
3/18/04,1.2392,1.8363,0.7522,1.329,1.2572,1122.319946,3.76
3/19/04,1.2269,1.827,0.7475,1.331,1.271,1109.780029,3.8
3/22/04,1.2368,1.8485,0.7548,1.328,1.256,1095.400024,3.74
3/23/04,1.2311,1.8502,0.7526,1.332,1.2603,1093.949951,3.73
3/24/04,1.2213,1.8351,0.7488,1.3385,1.268,1091.329956,3.73
3/25/04,1.217,1.8099,0.7407,1.3303,1.275,1109.189941,3.75
3/26/04,1.2092,1.8104,0.7428,1.3194,1.2878,1108.060059,3.85
3/29/04,1.2141,1.8163,0.7484,1.3097,1.2872,1122.469971,3.91
3/30/04,1.2202,1.8283,0.7531,1.308,1.279,1127,3.91
3/31/04,1.2292,1.84,0.762,1.31,1.2677,1126.209961,3.86
4/1/04,1.2358,1.8564,0.7671,1.3101,1.2627,1132.170044,3.91
4/2/04,1.2109,1.8293,0.7584,1.314,1.2932,1141.810059,4.15
4/5/04,1.2008,1.814,0.7531,1.3152,1.3049,1150.569946,4.24
4/6/04,1.2089,1.8374,0.7615,1.3095,1.2928,1148.160034,4.19
4/7/04,1.2171,1.841,0.7674,1.313,1.2769,1140.530029,4.19
4/8/04,1.2088,1.8325,0.761,1.326,1.2829,1139.319946,4.21
4/12/04,1.2068,1.8358,0.7677,1.3377,1.284,1145.199951,4.25
4/13/04,1.1923,1.816,0.7547,1.3363,1.3025,1129.439941,4.35
4/14/04,1.194,1.7902,0.7339,1.3445,1.2992,1128.170044,4.4
4/15/04,1.1914,1.7785,0.7379,1.3485,1.3036,1128.839966,4.42
4/16/04,1.2025,1.8004,0.7456,1.3445,1.2912,1134.609985,4.37
4/19/04,1.2019,1.8055,0.7453,1.3467,1.2908,1135.819946,4.39
4/20/04,1.191,1.7914,0.7371,1.3534,1.308,1118.150024,4.43
4/21/04,1.1853,1.772,0.7318,1.359,1.312,1124.089966,4.45
4/22/04,1.1861,1.7684,0.7303,1.359,1.3136,1139.930054,4.4
4/23/04,1.1802,1.7674,0.7287,1.3612,1.3202,1140.599976,4.48
4/26/04,1.1851,1.7857,0.7335,1.3559,1.3111,1135.530029,4.46
4/27/04,1.1927,1.7925,0.7335,1.3517,1.2968,1138.109985,4.43
4/28/04,1.183,1.772,0.7232,1.3672,1.3095,1122.410034,4.5
4/29/04,1.1945,1.7751,0.7198,1.3697,1.2951,1113.890015,4.55
4/30/04,1.1975,1.7744,0.721,1.3711,1.2984,1107.300049,4.53
5/3/04,1.1937,1.772,0.7198,1.374,1.301,1117.48999,4.53
5/4/04,1.2076,1.7907,0.7284,1.3702,1.283,1119.550049,4.56
5/5/04,1.2165,1.7932,0.7337,1.3725,1.2745,1121.530029,4.61
5/6/04,1.209,1.7941,0.7238,1.3784,1.2833,1113.98999,4.63
5/7/04,1.1885,1.7842,0.7031,1.3858,1.302,1098.699951,4.79
5/10/04,1.1834,1.7723,0.691,1.3934,1.303,1087.119995,4.81
5/11/04,1.1818,1.7544,0.6953,1.3866,1.3045,1095.449951,4.79
5/12/04,1.1911,1.7743,0.6962,1.3878,1.289,1097.280029,4.83
5/13/04,1.1801,1.7584,0.6882,1.397,1.3076,1096.439941,4.85
5/14/04,1.1874,1.7572,0.6895,1.3928,1.3005,1095.699951,4.79
5/17/04,1.2009,1.7695,0.6887,1.3855,1.279,1084.099976,4.7
5/18/04,1.1971,1.7695,0.6866,1.3913,1.2824,1091.48999,4.74
5/19/04,1.2015,1.7827,0.6978,1.3769,1.2778,1088.680054,4.79
5/20/04,1.1926,1.771,0.693,1.3705,1.288,1089.189941,4.72
5/21/04,1.2009,1.788,0.7008,1.3734,1.2797,1093.560059,4.76
5/24/04,1.1978,1.7908,0.6982,1.3697,1.2821,1095.410034,4.75
5/25/04,1.2107,1.8135,0.706,1.3763,1.269,1113.050049,4.73
5/26/04,1.2102,1.8142,0.7059,1.3705,1.2724,1114.939941,4.67
5/27/04,1.2274,1.8369,0.7179,1.358,1.246,1121.280029,4.6
5/28/04,1.2217,1.833,0.7138,1.3666,1.2533,1120.680054,4.66
6/1/04,1.221,1.8359,0.7067,1.3687,1.251,1121.199951,4.71
6/2/04,1.225,1.8381,0.697,1.3618,1.2459,1124.98999,4.74
6/3/04,1.2205,1.8387,0.6849,1.3606,1.252,1116.640015,4.71
6/4/04,1.2258,1.8367,0.6922,1.3505,1.244,1122.5,4.78
6/7/04,1.232,1.8386,0.7043,1.345,1.2371,1140.420044,4.78
6/8/04,1.2273,1.8361,0.701,1.3468,1.2373,1142.180054,4.78
6/9/04,1.2097,1.8292,0.692,1.3541,1.2526,1131.329956,4.82
6/10/04,1.211,1.838,0.6983,1.3572,1.2442,1136.469971,4.81
6/14/04,1.2073,1.8148,0.6883,1.3682,1.257,1125.290039,4.89
6/15/04,1.2139,1.8278,0.696,1.3699,1.2504,1132.01001,4.69
6/16/04,1.2006,1.8262,0.687,1.3772,1.2678,1133.560059,4.74
6/17/04,1.204,1.8341,0.684,1.3752,1.2565,1132.050049,4.71
6/18/04,1.2118,1.8368,0.6905,1.3645,1.2443,1135.02002,4.72
6/21/04,1.211,1.831,0.6905,1.364,1.2469,1130.300049,4.7
6/22/04,1.2092,1.8217,0.6855,1.3592,1.251,1134.410034,4.72
6/23/04,1.209,1.8184,0.6865,1.3614,1.2536,1144.060059,4.71
6/24/04,1.217,1.8216,0.6996,1.343,1.2425,1140.650024,4.66
6/25/04,1.2145,1.8218,0.699,1.3489,1.2504,1134.430054,4.66
6/28/04,1.2193,1.8294,0.6998,1.3435,1.2482,1133.349976,4.76
6/29/04,1.2124,1.809,0.6908,1.3465,1.2615,1136.199951,4.7
6/30/04,1.2179,1.8126,0.6952,1.3407,1.252,1140.839966,4.62
7/1/04,1.2158,1.816,0.7036,1.3325,1.2509,1128.939941,4.57
7/2/04,1.2307,1.83,0.7125,1.3254,1.2336,1125.380005,4.48
7/6/04,1.229,1.8423,0.7148,1.3261,1.2345,1116.209961,4.49
7/7/04,1.2384,1.8571,0.7232,1.3196,1.2264,1118.329956,4.5
7/8/04,1.239,1.8566,0.7221,1.3164,1.2247,1109.109985,4.49
7/9/04,1.2388,1.8555,0.7226,1.3207,1.2258,1112.810059,4.49
7/12/04,1.2409,1.864,0.728,1.3188,1.2243,1114.349976,4.46
7/13/04,1.2302,1.854,0.7216,1.3259,1.2391,1115.140015,4.5
7/14/04,1.2385,1.8564,0.7225,1.3225,1.2288,1111.469971,4.5
7/15/04,1.2373,1.8545,0.7235,1.324,1.234,1106.689941,4.5
7/16/04,1.2437,1.8708,0.731,1.3092,1.2267,1101.390015,4.38
7/19/04,1.2431,1.8734,0.7334,1.3082,1.2281,1100.900024,4.38
7/20/04,1.2377,1.8556,0.7313,1.3099,1.2381,1108.670044,4.47
7/21/04,1.2224,1.8354,0.7131,1.3242,1.2549,1093.880005,4.5
7/22/04,1.2273,1.847,0.7152,1.3136,1.2461,1096.839966,4.48
7/23/04,1.2122,1.8321,0.7102,1.3219,1.2632,1086.199951,4.45
7/26/04,1.2135,1.8393,0.709,1.332,1.2634,1084.069946,4.49
7/27/04,1.2056,1.8219,0.7006,1.3353,1.275,1094.829956,4.62
7/28/04,1.2046,1.8222,0.698,1.3309,1.2761,1095.420044,4.61
7/29/04,1.207,1.8174,0.6994,1.3259,1.2754,1100.430054,4.6
7/30/04,1.2032,1.8183,0.7035,1.3296,1.2796,1101.719971,4.5
8/2/04,1.2034,1.8273,0.7042,1.3314,1.2784,1106.619995,4.48
8/3/04,1.2051,1.8243,0.7046,1.3185,1.2789,1099.689941,4.45
8/4/04,1.2057,1.8248,0.7037,1.3152,1.2748,1098.630005,4.45
8/5/04,1.205,1.8231,0.7038,1.3178,1.2764,1080.699951,4.43
8/6/04,1.2272,1.8459,0.7148,1.31,1.2515,1063.969971,4.24
8/9/04,1.2261,1.8403,0.7172,1.3165,1.2549,1065.219971,4.28
8/10/04,1.2306,1.8387,0.7155,1.3139,1.2528,1079.040039,4.32
8/11/04,1.2222,1.828,0.7132,1.324,1.2605,1075.790039,4.3
8/12/04,1.2224,1.821,0.7127,1.3323,1.2587,1063.22998,4.27
8/13/04,1.2354,1.8432,0.716,1.3092,1.2405,1064.800049,4.22
8/16/04,1.2333,1.8392,0.7169,1.3076,1.2438,1079.339966,4.26
8/17/04,1.2329,1.8288,0.7148,1.308,1.2471,1081.709961,4.21
8/18/04,1.2299,1.8225,0.7145,1.3074,1.2496,1095.170044,4.23
8/19/04,1.2368,1.8313,0.7245,1.2964,1.242,1091.22998,4.22
8/20/04,1.2324,1.8213,0.7238,1.298,1.2489,1098.349976,4.24
8/23/04,1.2196,1.8143,0.7184,1.3065,1.265,1095.680054,4.28
8/24/04,1.2099,1.7935,0.7064,1.3048,1.2725,1096.189941,4.28
8/25/04,1.209,1.7965,0.7061,1.3047,1.2734,1104.959961,4.26
8/26/04,1.2084,1.7939,0.701,1.3123,1.2746,1105.089966,4.22
8/27/04,1.2025,1.7921,0.704,1.3104,1.283,1107.77002,4.23
8/30/04,1.2049,1.7925,0.7001,1.3174,1.279,1099.150024,4.19
8/31/04,1.2183,1.8031,0.7071,1.3166,1.2641,1104.23999,4.13
9/1/04,1.2179,1.794,0.7039,1.3071,1.2615,1105.910034,4.13
9/2/04,1.2164,1.7916,0.6952,1.2995,1.2615,1118.310059,4.2
9/3/04,1.2052,1.7759,0.69,1.3005,1.2713,1113.630005,4.3
9/7/04,1.2093,1.7733,0.6933,1.2882,1.2701,1121.300049,4.26
9/8/04,1.2164,1.7882,0.697,1.2905,1.2624,1116.27002,4.18
9/9/04,1.2189,1.7853,0.688,1.2878,1.264,1118.380005,4.22
9/10/04,1.2282,1.7979,0.6968,1.288,1.256,1123.920044,4.19
9/13/04,1.2251,1.7956,0.6959,1.3,1.2593,1125.819946,4.16
9/14/04,1.2268,1.8001,0.703,1.292,1.2581,1128.329956,4.15
9/15/04,1.2144,1.7772,0.6945,1.2987,1.2704,1120.369995,4.18
9/16/04,1.2154,1.7909,0.6988,1.2914,1.2713,1123.5,4.08
9/17/04,1.2174,1.7921,0.6971,1.3002,1.2706,1128.550049,4.14
9/20/04,1.2172,1.788,0.7006,1.2944,1.2729,1122.199951,4.07
9/21/04,1.2264,1.7946,0.7011,1.2886,1.2595,1129.300049,4.05
9/22/04,1.2261,1.7949,0.7075,1.2816,1.2608,1113.560059,4
9/23/04,1.2298,1.8003,0.7139,1.2782,1.2584,1108.359985,4.02
9/24/04,1.2256,1.8031,0.7139,1.2763,1.2638,1110.109985,4.04
9/27/04,1.2307,1.8076,0.7133,1.2738,1.2589,1103.52002,4.01
9/28/04,1.2306,1.8105,0.716,1.2754,1.2613,1110.060059,4.02
9/29/04,1.2308,1.797,0.7148,1.273,1.262,1114.800049,4.1
9/30/04,1.2417,1.809,0.7244,1.2648,1.2471,1114.579956,4.14
10/1/04,1.24,1.7976,0.7232,1.2629,1.2496,1131.5,4.21
10/4/04,1.2274,1.7827,0.7207,1.2726,1.2663,1135.170044,4.19
10/5/04,1.2316,1.7828,0.7232,1.2625,1.262,1134.47998,4.18
10/6/04,1.2298,1.779,0.7236,1.2592,1.2638,1142.050049,4.23
10/7/04,1.2286,1.7822,0.7267,1.2577,1.2645,1130.650024,4.26
10/8/04,1.2418,1.7935,0.7352,1.2512,1.2488,1122.140015,4.15
10/12/04,1.232,1.7879,0.7305,1.2575,1.2564,1121.839966,4.12
10/13/04,1.2271,1.789,0.7235,1.264,1.26,1113.650024,4.09
10/14/04,1.2393,1.7972,0.7315,1.2528,1.2452,1103.290039,4.03
10/15/04,1.2478,1.8048,0.7317,1.252,1.2327,1108.199951,4.07
10/18/04,1.252,1.801,0.7267,1.255,1.2296,1114.02002,4.07
10/19/04,1.2515,1.8039,0.7285,1.2542,1.2298,1103.22998,4.07
10/20/04,1.2627,1.8187,0.7367,1.2432,1.2181,1103.660034,4.01
10/21/04,1.2622,1.8297,0.739,1.2426,1.2168,1106.48999,4.01
10/22/04,1.2639,1.8277,0.7396,1.2379,1.2163,1095.73999,4
10/25/04,1.2783,1.8404,0.7476,1.2232,1.1982,1094.800049,3.99
10/26/04,1.2758,1.8369,0.746,1.2246,1.2015,1111.089966,4.01
10/27/04,1.2725,1.8323,0.746,1.2253,1.2053,1125.400024,4.11
10/28/04,1.2759,1.832,0.7478,1.2194,1.1962,1127.439941,4.09
10/29/04,1.2746,1.8345,0.7468,1.2209,1.1988,1130.199951,4.05
11/1/04,1.2741,1.8323,0.746,1.2229,1.2028,1130.51001,4.11
11/2/04,1.2703,1.8385,0.7447,1.2263,1.2075,1130.560059,4.1
11/3/04,1.2787,1.8445,0.7539,1.2121,1.1968,1143.199951,4.09
11/4/04,1.2883,1.844,0.7585,1.2053,1.1858,1161.670044,4.1
11/5/04,1.2938,1.8542,0.762,1.1981,1.1806,1166.170044,4.21
11/8/04,1.2936,1.8564,0.7578,1.1925,1.1798,1164.890015,4.22
11/9/04,1.293,1.8589,0.7618,1.195,1.1808,1164.079956,4.22
11/10/04,1.2925,1.8476,0.7592,1.1977,1.1792,1162.910034,4.25
11/12/04,1.2973,1.8552,0.7685,1.1919,1.1728,1184.170044,4.2
11/15/04,1.2944,1.848,0.7719,1.2032,1.1787,1183.810059,4.2
11/16/04,1.2979,1.8544,0.7728,1.1932,1.1743,1175.430054,4.21
11/17/04,1.3031,1.858,0.7833,1.1925,1.165,1181.939941,4.14
11/18/04,1.2982,1.8514,0.7786,1.207,1.1691,1183.550049,4.12
11/19/04,1.3059,1.86,0.7852,1.1928,1.1585,1170.339966,4.2
11/22/04,1.3048,1.859,0.7839,1.1848,1.1624,1177.23999,4.18
11/23/04,1.309,1.8713,0.786,1.1865,1.1581,1176.939941,4.19
11/24/04,1.3162,1.8813,0.7863,1.1813,1.1495,1181.76001,4.2
11/26/04,1.3288,1.8965,0.7903,1.1775,1.1389,1182.650024,4.24
11/29/04,1.3286,1.8948,0.7852,1.1846,1.1401,1178.569946,4.34
11/30/04,1.3259,1.9073,0.7723,1.1902,1.1421,1173.819946,4.36
12/1/04,1.3308,1.9297,0.7754,1.1856,1.144,1191.369995,4.38
12/2/04,1.3268,1.9225,0.7769,1.1899,1.1512,1190.329956,4.4
12/3/04,1.339,1.9375,0.7778,1.1976,1.1391,1191.170044,4.27
12/6/04,1.3431,1.9423,0.7748,1.2012,1.1381,1190.25,4.24
12/7/04,1.3437,1.9459,0.7754,1.2088,1.1385,1177.069946,4.23
12/8/04,1.3252,1.9283,0.7545,1.2248,1.1585,1182.810059,4.14
12/9/04,1.3274,1.9185,0.7532,1.2253,1.1545,1189.23999,4.19
12/10/04,1.3224,1.9134,0.7495,1.2273,1.1613,1188,4.16
12/13/04,1.3309,1.9235,0.7592,1.2286,1.1534,1198.680054,4.16
12/14/04,1.328,1.9239,0.7566,1.2377,1.1566,1203.380005,4.14
12/15/04,1.3429,1.9446,0.7652,1.2229,1.1393,1205.719971,4.09
12/16/04,1.3287,1.9375,0.7563,1.2363,1.1555,1203.209961,4.19
12/17/04,1.3295,1.939,0.7607,1.2257,1.1571,1194.199951,4.21
12/20/04,1.3396,1.9482,0.7644,1.2297,1.1482,1194.650024,4.21
12/21/04,1.3377,1.9263,0.766,1.2271,1.1526,1205.449951,4.18
12/22/04,1.339,1.9125,0.7656,1.2401,1.1525,1209.569946,4.21
12/23/04,1.3491,1.9193,0.7654,1.2358,1.1444,1210.130005,4.23
12/27/04,1.3625,1.9369,0.7777,1.216,1.1351,1204.920044,4.3
12/28/04,1.3621,1.9316,0.7787,1.2185,1.1338,1213.540039,4.31
12/29/04,1.3568,1.9157,0.7709,1.2165,1.137,1213.449951,4.33
12/30/04,1.3623,1.922,0.7785,1.2064,1.1342,1213.550049,4.27
12/31/04,1.3538,1.916,0.7805,1.2034,1.1412,1211.920044,4.24
1/3/05,1.3476,1.9058,0.779,1.2108,1.1466,1202.079956,4.23
1/4/05,1.3295,1.8834,0.7668,1.2248,1.1674,1188.050049,4.29
1/5/05,1.3292,1.8875,0.7678,1.2236,1.1673,1183.73999,4.29
1/6/05,1.3187,1.8751,0.7612,1.2371,1.1733,1187.890015,4.29
1/7/05,1.3062,1.8702,0.758,1.2333,1.1859,1186.189941,4.29
1/10/05,1.3109,1.8751,0.7596,1.2194,1.1792,1190.25,4.29
1/11/05,1.3161,1.8796,0.7642,1.2142,1.1758,1182.98999,4.26
1/12/05,1.3281,1.8932,0.768,1.1982,1.1649,1187.699951,4.25
1/13/05,1.3207,1.8832,0.767,1.2005,1.1726,1177.449951,4.2
1/14/05,1.3106,1.8695,0.7586,1.2188,1.1821,1184.52002,4.23
1/18/05,1.3043,1.8693,0.7578,1.2217,1.1839,1195.97998,4.21
1/19/05,1.3036,1.8742,0.7606,1.2268,1.1833,1184.630005,4.2
1/20/05,1.2959,1.872,0.7612,1.2334,1.1904,1175.410034,4.17
1/21/05,1.3049,1.874,0.7712,1.2211,1.1853,1167.869995,4.16
1/24/05,1.3041,1.8778,0.769,1.2258,1.1856,1163.75,4.14
1/25/05,1.2954,1.8647,0.765,1.2381,1.196,1168.410034,4.2
1/26/05,1.3081,1.8833,0.7751,1.2307,1.1828,1174.069946,4.21
1/27/05,1.3032,1.8866,0.7756,1.2366,1.1859,1174.550049,4.22
1/28/05,1.3033,1.885,0.7751,1.2422,1.1876,1171.359985,4.16
1/31/05,1.3049,1.885,0.7759,1.2396,1.1877,1181.27002,4.14
2/1/05,1.3017,1.8792,0.7723,1.2405,1.1937,1189.410034,4.15
2/2/05,1.3015,1.8826,0.7737,1.2408,1.1949,1193.189941,4.15
2/3/05,1.2959,1.8805,0.7703,1.2424,1.2029,1189.890015,4.18
2/4/05,1.2927,1.885,0.7725,1.2495,1.2059,1203.030029,4.09
2/7/05,1.2773,1.8607,0.7713,1.2562,1.2222,1201.719971,4.07
2/8/05,1.2783,1.857,0.7669,1.2476,1.2203,1202.300049,4.05
2/9/05,1.2797,1.8582,0.7684,1.2511,1.217,1191.98999,4
2/10/05,1.2882,1.8708,0.7826,1.2406,1.2087,1197.01001,4.07
2/11/05,1.2864,1.866,0.7853,1.238,1.2095,1205.300049,4.1
2/14/05,1.2981,1.8917,0.7892,1.2342,1.1975,1206.140015,4.08
2/15/05,1.2986,1.8894,0.7863,1.2336,1.1938,1210.119995,4.1
2/16/05,1.2994,1.878,0.7819,1.2421,1.1911,1210.339966,4.16
2/17/05,1.3083,1.895,0.7883,1.231,1.1825,1200.75,4.19
2/18/05,1.3075,1.8949,0.7878,1.2294,1.1822,1201.589966,4.27
2/22/05,1.323,1.9092,0.794,1.2301,1.1617,1184.160034,4.29
2/23/05,1.3208,1.9066,0.786,1.2402,1.1638,1190.800049,4.27
2/24/05,1.3205,1.9104,0.7871,1.2435,1.1691,1200.199951,4.29
2/25/05,1.3195,1.9149,0.7853,1.2407,1.1686,1211.369995,4.27
2/28/05,1.3274,1.9249,0.794,1.2295,1.1585,1203.599976,4.36
3/1/05,1.3189,1.9206,0.7847,1.2425,1.1654,1210.410034,4.38
3/2/05,1.3127,1.9124,0.7834,1.2395,1.1755,1210.079956,4.38
3/3/05,1.313,1.9098,0.7842,1.2463,1.1787,1210.469971,4.39
3/4/05,1.3244,1.9243,0.7919,1.2324,1.168,1222.119995,4.32
3/7/05,1.3203,1.9159,0.7925,1.23,1.1757,1225.310059,4.31
3/8/05,1.3342,1.9292,0.7974,1.2163,1.1607,1219.430054,4.38
3/9/05,1.3384,1.9239,0.793,1.2064,1.1608,1207.01001,4.52
3/10/05,1.3409,1.9233,0.7901,1.205,1.1546,1209.25,4.48
3/11/05,1.3465,1.9261,0.7936,1.2041,1.1501,1200.079956,4.56
3/14/05,1.3346,1.9116,0.7866,1.2087,1.1621,1206.829956,4.52
3/15/05,1.3315,1.9134,0.7894,1.2064,1.1651,1197.75,4.54
3/16/05,1.3423,1.9264,0.7946,1.2038,1.1522,1188.069946,4.52
3/17/05,1.3373,1.924,0.7935,1.2028,1.1563,1190.209961,4.47
3/18/05,1.3311,1.9192,0.7937,1.2027,1.1649,1189.650024,4.51
3/21/05,1.3165,1.8974,0.7866,1.211,1.1785,1183.780029,4.53
3/22/05,1.321,1.8997,0.7918,1.2017,1.1757,1171.709961,4.63
3/23/05,1.3005,1.8712,0.7747,1.2133,1.1953,1172.530029,4.61
3/24/05,1.2957,1.8709,0.7711,1.215,1.199,1171.420044,4.6
3/28/05,1.2877,1.8657,0.7685,1.2234,1.206,1174.280029,4.64
3/29/05,1.2913,1.8752,0.7715,1.2135,1.2034,1165.359985,4.6
3/30/05,1.2944,1.8816,0.7717,1.2164,1.1964,1181.410034,4.56
3/31/05,1.2969,1.8888,0.7729,1.2094,1.1952,1180.589966,4.5
4/1/05,1.2896,1.8789,0.7697,1.2146,1.2042,1172.920044,4.46
4/4/05,1.2838,1.8733,0.767,1.2202,1.2108,1176.119995,4.47
4/5/05,1.2842,1.8773,0.7674,1.2198,1.208,1181.390015,4.48
4/6/05,1.2868,1.8787,0.7658,1.2216,1.2061,1184.069946,4.44
4/7/05,1.2906,1.8768,0.7684,1.2205,1.2012,1191.140015,4.49
4/8/05,1.2912,1.8824,0.7726,1.2252,1.1985,1181.199951,4.5
