4 Jan 1999 - 27 July 2018,EUR/USD,GBP/USD,AUD/USD,USD/CAD,USD/CHF,SP500,DGS10
6/12/08,1.5418,1.9467,0.9342,1.023,1.0441,1339.869995,4.23
6/13/08,1.5368,1.9496,0.939,1.0282,1.0485,1360.030029,4.27
6/16/08,1.5472,1.9637,0.9404,1.021,1.0435,1360.140015,4.25
6/17/08,1.5519,1.9544,0.9428,1.0201,1.0428,1350.930054,4.23
6/18/08,1.5502,1.957,0.9441,1.0186,1.0413,1337.810059,4.16
6/19/08,1.5502,1.9729,0.9499,1.013,1.0457,1342.829956,4.22
6/20/08,1.5626,1.9737,0.954,1.0173,1.0345,1317.930054,4.16
6/23/08,1.5492,1.9609,0.9507,1.0161,1.0474,1318,4.19
6/24/08,1.5591,1.9707,0.9573,1.0135,1.0384,1314.290039,4.1
6/25/08,1.557,1.9672,0.954,1.0134,1.0424,1321.969971,4.12
6/26/08,1.5738,1.9873,0.9573,1.0121,1.0274,1283.150024,4.07
6/27/08,1.5749,1.9938,0.961,1.012,1.0205,1278.380005,3.99
6/30/08,1.5748,1.9906,0.9562,1.0185,1.0202,1280,3.99
7/1/08,1.5778,1.993,0.9535,1.022,1.0183,1284.910034,4.01
7/2/08,1.5869,1.9925,0.9634,1.0127,1.0151,1261.52002,3.99
7/3/08,1.5708,1.9825,0.9604,1.0204,1.0273,1262.900024,3.99
7/7/08,1.5646,1.9697,0.9531,1.0174,1.0328,1252.310059,3.95
7/8/08,1.5653,1.9685,0.9533,1.0205,1.0324,1273.699951,3.91
7/9/08,1.5744,1.9812,0.9585,1.0108,1.0301,1244.689941,3.85
7/10/08,1.5771,1.9777,0.9621,1.0103,1.0282,1253.390015,3.83
7/11/08,1.5898,1.9895,0.9674,1.0093,1.0179,1239.48999,3.96
7/14/08,1.5914,1.9925,0.9721,1.006,1.0162,1228.300049,3.9
7/15/08,1.5923,2.0036,0.9797,1.0015,1.0089,1214.910034,3.87
7/16/08,1.5847,1.9995,0.9761,1.002,1.0148,1245.359985,3.97
7/17/08,1.5861,2.0038,0.975,1.0018,1.0197,1260.319946,4.07
7/18/08,1.5855,1.9985,0.9728,1.0053,1.0207,1260.680054,4.11
7/21/08,1.5877,1.9979,0.9749,1.0019,1.0207,1260,4.09
7/22/08,1.5811,1.9941,0.9715,1.0083,1.0283,1277,4.14
7/23/08,1.5708,2.0021,0.9636,1.0088,1.0372,1282.189941,4.16
7/24/08,1.5657,1.9832,0.957,1.0114,1.039,1252.540039,4.03
7/25/08,1.5687,1.988,0.9562,1.0167,1.0386,1257.76001,4.13
7/28/08,1.5747,1.9943,0.9571,1.022,1.0332,1234.369995,4.06
7/29/08,1.5588,1.9805,0.9508,1.026,1.0454,1263.199951,4.09
7/30/08,1.5559,1.981,0.9434,1.024,1.0484,1284.26001,4.07
7/31/08,1.5589,1.9806,0.9415,1.0261,1.0489,1267.380005,3.99
8/1/08,1.5567,1.9743,0.9317,1.0251,1.048,1260.310059,3.97
8/4/08,1.5569,1.9606,0.9299,1.0355,1.0492,1249.01001,3.98
8/5/08,1.5468,1.9532,0.9157,1.0425,1.0548,1284.880005,4.04
8/6/08,1.5409,1.9479,0.9078,1.047,1.0602,1289.189941,4.06
8/7/08,1.5341,1.9439,0.9079,1.051,1.0617,1266.069946,3.92
8/8/08,1.5047,1.9193,0.8915,1.0677,1.0801,1296.319946,3.94
8/11/08,1.4958,1.9144,0.8869,1.0673,1.0828,1305.319946,3.99
8/12/08,1.4905,1.9005,0.8757,1.0641,1.088,1289.589966,3.91
8/13/08,1.4895,1.8682,0.8675,1.0658,1.0855,1285.829956,3.94
8/14/08,1.4856,1.8715,0.8709,1.0621,1.0911,1292.930054,3.89
8/15/08,1.4695,1.8651,0.8676,1.0609,1.096,1298.199951,3.84
8/18/08,1.473,1.8673,0.8712,1.0603,1.0959,1278.599976,3.82
8/19/08,1.4746,1.8655,0.871,1.0606,1.0927,1266.689941,3.83
8/20/08,1.4701,1.8603,0.8712,1.0627,1.1008,1274.540039,3.79
8/21/08,1.4875,1.8758,0.8785,1.0454,1.0862,1277.719971,3.84
8/22/08,1.48,1.8544,0.8689,1.0456,1.097,1292.199951,3.87
8/25/08,1.4803,1.8587,0.8676,1.0463,1.0926,1266.839966,3.79
8/26/08,1.466,1.8387,0.8561,1.0486,1.1004,1271.51001,3.79
8/27/08,1.4684,1.8318,0.8553,1.0483,1.1009,1281.660034,3.77
8/28/08,1.4685,1.8264,0.8618,1.0527,1.0994,1300.680054,3.79
8/29/08,1.4669,1.819,0.8563,1.0631,1.1019,1282.829956,3.83
9/2/08,1.4522,1.7853,0.836,1.0698,1.107,1277.579956,3.74
9/3/08,1.4489,1.7795,0.8352,1.061,1.1055,1274.97998,3.71
9/4/08,1.436,1.7689,0.8298,1.064,1.1094,1236.829956,3.64
9/5/08,1.4273,1.7687,0.8107,1.0637,1.111,1242.310059,3.66
9/8/08,1.4126,1.7543,0.8151,1.0694,1.1306,1267.790039,3.66
9/9/08,1.4173,1.7672,0.8081,1.0677,1.125,1224.51001,3.62
9/10/08,1.402,1.7547,0.8036,1.0735,1.136,1232.040039,3.65
9/11/08,1.3939,1.7497,0.7978,1.0797,1.1395,1249.050049,3.64
9/12/08,1.4172,1.7896,0.817,1.0606,1.1335,1251.699951,3.74
9/15/08,1.4175,1.7877,0.808,1.067,1.1194,1192.699951,3.47
9/16/08,1.4155,1.7802,0.7939,1.0737,1.1199,1213.599976,3.48
9/17/08,1.4215,1.7895,0.7831,1.0788,1.1208,1156.390015,3.41
9/18/08,1.4382,1.8186,0.7989,1.0696,1.0988,1206.51001,3.54
9/19/08,1.4384,1.8297,0.8288,1.0469,1.1107,1255.079956,3.78
9/22/08,1.4697,1.8484,0.8441,1.0383,1.0834,1207.089966,3.83
9/23/08,1.4737,1.8558,0.8385,1.0355,1.0813,1188.219971,3.85
9/24/08,1.4655,1.8502,0.8366,1.0351,1.0889,1185.869995,3.8
9/25/08,1.4643,1.8406,0.836,1.0338,1.0883,1209.180054,3.88
9/26/08,1.4596,1.84,0.8292,1.0352,1.089,1213.27002,3.85
9/29/08,1.4381,1.8044,0.8125,1.0393,1.0964,1106.420044,3.61
9/30/08,1.4081,1.7804,0.7904,1.0597,1.1189,1166.359985,3.85
10/1/08,1.4058,1.7804,0.7937,1.0607,1.1209,1161.060059,3.77
10/2/08,1.3854,1.7655,0.777,1.0769,1.1339,1114.280029,3.66
10/3/08,1.3816,1.774,0.775,1.0815,1.1295,1099.22998,3.63
10/6/08,1.3508,1.738,0.7139,1.1027,1.1456,1056.890015,3.48
10/7/08,1.3649,1.7592,0.7216,1.1055,1.1399,996.22998,3.5
10/8/08,1.368,1.731,0.669,1.1246,1.1272,984.940002,3.72
10/9/08,1.3646,1.7225,0.7015,1.1483,1.1311,909.919983,3.84
10/10/08,1.3471,1.7037,0.6531,1.19,1.1221,899.219971,3.89
10/14/08,1.3658,1.7482,0.7054,1.1599,1.1347,998.01001,4.08
10/15/08,1.3567,1.7432,0.6833,1.1804,1.1346,907.840027,4.04
10/16/08,1.3416,1.7243,0.6708,1.1953,1.1332,946.429993,3.99
10/17/08,1.3462,1.7307,0.6907,1.182,1.1339,940.549988,3.98
10/20/08,1.3314,1.7134,0.6969,1.1977,1.1511,985.400024,3.91
10/21/08,1.3102,1.6837,0.6813,1.2208,1.1581,955.049988,3.76
10/22/08,1.2835,1.6174,0.6698,1.2496,1.1656,896.780029,3.65
10/23/08,1.2878,1.6181,0.6657,1.2573,1.1625,908.109985,3.63
10/24/08,1.2639,1.5631,0.6165,1.2735,1.1526,876.77002,3.76
10/27/08,1.2446,1.5472,0.6073,1.2935,1.1581,848.919983,3.79
10/28/08,1.2476,1.5591,0.6252,1.2942,1.1612,940.51001,3.89
10/29/08,1.2851,1.6298,0.6683,1.2302,1.1371,930.090027,3.93
10/30/08,1.285,1.627,0.6695,1.2229,1.145,954.090027,4
10/31/08,1.2682,1.6165,0.6574,1.2158,1.1669,968.75,4.01
11/3/08,1.2719,1.5855,0.6823,1.1866,1.1681,966.299988,3.96
11/4/08,1.3021,1.6095,0.7005,1.1502,1.1627,1005.75,3.81
11/5/08,1.3039,1.6156,0.6972,1.159,1.1606,952.77002,3.73
11/6/08,1.2756,1.5814,0.679,1.1816,1.1745,904.880005,3.75
11/7/08,1.2777,1.5788,0.6726,1.183,1.1761,930.98999,3.83
11/10/08,1.276,1.5639,0.6755,1.1948,1.1784,919.210022,3.82
11/12/08,1.2558,1.5012,0.6449,1.2296,1.179,852.299988,3.75
11/13/08,1.2526,1.4799,0.6402,1.2311,1.1995,911.289978,3.84
11/14/08,1.2731,1.486,0.6627,1.2241,1.187,873.289978,3.72
11/17/08,1.2726,1.503,0.6562,1.2213,1.1954,850.75,3.68
11/18/08,1.269,1.5042,0.6575,1.2237,1.1976,859.119995,3.53
11/19/08,1.2595,1.5095,0.6501,1.237,1.2103,806.580017,3.38
11/20/08,1.2525,1.4789,0.6191,1.285,1.2197,752.440002,3.1
11/21/08,1.2531,1.4816,0.6254,1.2849,1.2237,800.030029,3.2
11/24/08,1.289,1.5177,0.6501,1.2246,1.1968,851.809998,3.35
11/25/08,1.303,1.5349,0.6488,1.2214,1.1863,857.390015,3.11
11/26/08,1.2828,1.5218,0.647,1.2338,1.2064,887.679993,2.99
11/28/08,1.2694,1.5348,0.6546,1.236,1.2165,896.23999,2.93
12/1/08,1.2634,1.484,0.6447,1.237,1.2076,816.210022,2.72
12/2/08,1.2724,1.4949,0.6443,1.2422,1.2062,848.809998,2.68
12/3/08,1.2669,1.4783,0.6482,1.2573,1.2142,870.73999,2.67
12/4/08,1.284,1.4791,0.6527,1.254,1.1971,845.219971,2.55
12/5/08,1.2654,1.4606,0.6343,1.2971,1.2238,876.070007,2.67
12/8/08,1.2942,1.4831,0.6644,1.257,1.2036,909.700012,2.77
12/9/08,1.2937,1.4776,0.66,1.2602,1.2062,888.669983,2.67
12/10/08,1.3024,1.483,0.6615,1.2553,1.1949,899.23999,2.69
12/11/08,1.3294,1.4953,0.6779,1.2181,1.1872,873.590027,2.64
12/12/08,1.3349,1.4874,0.658,1.2453,1.1796,879.72998,2.6
12/15/08,1.3664,1.5278,0.6713,1.235,1.159,868.570007,2.53
12/16/08,1.381,1.532,0.6775,1.2238,1.1406,913.179993,2.37
12/17/08,1.4358,1.5457,0.6967,1.2058,1.0852,904.419983,2.2
12/18/08,1.4298,1.5103,0.6985,1.1962,1.0775,885.280029,2.08
12/19/08,1.3875,1.4854,0.6806,1.2273,1.1105,887.880005,2.13
12/22/08,1.3952,1.4805,0.6832,1.2188,1.0949,871.630005,2.16
12/23/08,1.3966,1.4761,0.6804,1.216,1.0856,863.159973,2.18
12/24/08,1.3964,1.4673,0.6826,1.2125,1.0788,868.150024,2.2
12/26/08,1.4062,1.47,0.6814,1.2207,1.07,872.799988,2.16
12/29/08,1.4232,1.4591,0.695,1.2162,1.0414,869.419983,2.13
12/30/08,1.4085,1.4395,0.6906,1.2215,1.0567,890.640015,2.11
12/31/08,1.3919,1.4619,0.6983,1.224,1.0673,903.25,2.25
1/2/09,1.3946,1.452,0.7083,1.2101,1.0685,931.799988,2.46
1/5/09,1.3576,1.4602,0.7146,1.192,1.1077,927.450012,2.49
1/6/09,1.3445,1.4777,0.7187,1.1822,1.1212,934.700012,2.51
1/7/09,1.3718,1.5254,0.7212,1.185,1.0941,906.650024,2.52
1/8/09,1.3714,1.519,0.7071,1.189,1.0925,909.72998,2.47
1/9/09,1.3495,1.5239,0.7063,1.192,1.1096,890.349976,2.43
1/12/09,1.3347,1.4827,0.6814,1.2075,1.1139,870.26001,2.34
1/13/09,1.3198,1.4528,0.6675,1.2255,1.1212,871.789978,2.33
1/14/09,1.3174,1.4617,0.664,1.2373,1.1179,842.619995,2.24
1/15/09,1.3094,1.4602,0.6558,1.2623,1.1232,843.73999,2.23
1/16/09,1.3244,1.4737,0.666,1.254,1.1177,850.119995,2.36
1/20/09,1.2946,1.4023,0.6574,1.2604,1.1432,805.219971,2.4
1/21/09,1.287,1.3728,0.6495,1.2749,1.1473,840.23999,2.56
1/22/09,1.2955,1.384,0.6544,1.2624,1.1538,827.5,2.62
1/23/09,1.2849,1.3658,0.6522,1.2478,1.1629,831.950012,2.65
1/26/09,1.3123,1.396,0.661,1.22,1.1437,836.570007,2.7
1/27/09,1.3159,1.4148,0.6602,1.2292,1.1388,845.710022,2.59
1/28/09,1.3244,1.4317,0.6699,1.2096,1.1442,874.090027,2.71
1/29/09,1.2988,1.4262,0.655,1.2187,1.1507,845.140015,2.87
1/30/09,1.2804,1.4413,0.638,1.2365,1.1612,825.880005,2.87
2/2/09,1.2808,1.4228,0.632,1.2408,1.164,825.440002,2.76
2/3/09,1.301,1.4394,0.6476,1.2334,1.1419,838.51001,2.89
2/4/09,1.2857,1.4472,0.6499,1.2268,1.1579,832.22998,2.95
2/5/09,1.2838,1.4633,0.6539,1.2307,1.1654,845.849976,2.95
2/6/09,1.2874,1.4775,0.6715,1.2388,1.1694,868.599976,3.05
2/9/09,1.3064,1.4936,0.6834,1.219,1.1566,869.890015,3.07
2/10/09,1.2966,1.4604,0.6589,1.2332,1.1535,827.159973,2.9
2/11/09,1.2893,1.4367,0.6549,1.2418,1.1599,833.73999,2.78
2/12/09,1.2822,1.4248,0.6507,1.2478,1.1634,835.190002,2.75
2/13/09,1.2879,1.4422,0.6595,1.2435,1.1581,826.840027,2.89
2/17/09,1.2571,1.4224,0.6386,1.2606,1.1744,789.169983,2.64
2/18/09,1.2547,1.4235,0.6385,1.2592,1.1813,788.419983,2.74
2/19/09,1.2675,1.4307,0.645,1.259,1.1742,778.940002,2.85
2/20/09,1.269,1.4333,0.6419,1.2543,1.1681,770.049988,2.78
2/23/09,1.2747,1.4553,0.6456,1.2508,1.1633,743.330017,2.78
2/24/09,1.2742,1.4408,0.6429,1.2468,1.167,773.140015,2.8
2/25/09,1.2731,1.4265,0.6476,1.2558,1.1646,764.900024,2.95
2/26/09,1.2764,1.4342,0.6536,1.2455,1.1647,752.830017,2.98
2/27/09,1.2662,1.4276,0.6419,1.271,1.1672,735.090027,3.02
3/2/09,1.258,1.3989,0.6301,1.2891,1.1723,700.820007,2.91
3/3/09,1.2549,1.4034,0.6388,1.2937,1.1755,696.330017,2.93
3/4/09,1.2607,1.4142,0.6499,1.2768,1.1762,712.869995,3.01
3/5/09,1.2565,1.4124,0.6408,1.2875,1.1727,682.549988,2.83
3/6/09,1.2674,1.411,0.6408,1.2865,1.1525,683.380005,2.83
3/9/09,1.2636,1.3757,0.6311,1.2995,1.1634,676.530029,2.89
3/10/09,1.2752,1.384,0.6473,1.2796,1.154,719.599976,2.99
3/11/09,1.2774,1.378,0.6497,1.2808,1.1585,721.359985,2.95
3/12/09,1.2799,1.3811,0.6473,1.2909,1.1893,750.73999,2.89
3/13/09,1.2891,1.3972,0.6576,1.2752,1.188,756.549988,2.89
3/16/09,1.2997,1.4091,0.6611,1.2723,1.1819,753.890015,2.97
3/17/09,1.2972,1.4018,0.6591,1.2717,1.1826,778.119995,3.02
3/18/09,1.311,1.3974,0.6589,1.2715,1.1667,794.349976,2.51
3/19/09,1.373,1.4584,0.6927,1.2336,1.1184,784.039978,2.61
3/20/09,1.3566,1.4435,0.6892,1.237,1.1243,768.539978,2.65
3/23/09,1.3569,1.4496,0.6994,1.2322,1.129,822.919983,2.68
3/24/09,1.3524,1.473,0.7017,1.2263,1.1285,806.119995,2.68
3/25/09,1.3539,1.4585,0.7009,1.2245,1.1239,813.880005,2.81
3/26/09,1.356,1.4497,0.7022,1.2327,1.1272,832.859985,2.76
3/27/09,1.3306,1.4325,0.6946,1.2392,1.1435,815.940002,2.78
3/30/09,1.3146,1.4148,0.6788,1.2582,1.1532,787.530029,2.73
3/31/09,1.3261,1.43,0.6925,1.2606,1.1395,797.869995,2.71
4/1/09,1.3223,1.4402,0.6941,1.264,1.1465,811.080017,2.68
4/2/09,1.3458,1.47,0.7169,1.238,1.1349,834.380005,2.77
4/3/09,1.3447,1.4801,0.7103,1.2335,1.1321,842.5,2.91
4/6/09,1.3363,1.4712,0.7101,1.2427,1.1388,835.47998,2.95
4/7/09,1.3282,1.4744,0.716,1.2339,1.1443,815.549988,2.93
4/8/09,1.3288,1.4692,0.711,1.2353,1.1459,825.159973,2.86
4/9/09,1.3149,1.4623,0.7168,1.2273,1.1583,856.559998,2.96
4/13/09,1.3354,1.4831,0.7288,1.221,1.1356,858.72998,2.88
4/14/09,1.3277,1.4907,0.7286,1.2093,1.1387,841.5,2.8
4/15/09,1.3182,1.499,0.7228,1.204,1.1453,852.059998,2.82
4/16/09,1.3197,1.4909,0.7201,1.2062,1.1471,865.299988,2.86
4/17/09,1.303,1.4778,0.7204,1.2146,1.1674,869.599976,2.98
4/20/09,1.2903,1.4532,0.702,1.2338,1.1713,832.390015,2.88
4/21/09,1.2978,1.4688,0.7095,1.2373,1.1654,850.080017,2.94
4/22/09,1.3012,1.4496,0.7109,1.2361,1.1634,843.549988,2.98
4/23/09,1.3048,1.4635,0.7105,1.2291,1.1581,851.919983,2.96
4/24/09,1.3277,1.4697,0.722,1.2095,1.1368,866.22998,3.03
4/27/09,1.3136,1.4678,0.7157,1.2106,1.1472,857.51001,2.95
4/28/09,1.3061,1.4607,0.7043,1.2238,1.1517,855.159973,3.05
4/29/09,1.3324,1.4802,0.7268,1.2008,1.1309,873.640015,3.12
4/30/09,1.3244,1.4799,0.7317,1.1939,1.1402,872.809998,3.16
5/1/09,1.3267,1.4881,0.729,1.1868,1.1364,877.52002,3.21
5/4/09,1.3365,1.4985,0.7388,1.1779,1.1289,907.23999,3.19
5/5/09,1.3375,1.5099,0.7436,1.1758,1.1297,903.799988,3.2
5/6/09,1.3313,1.5063,0.7467,1.1726,1.1313,919.530029,3.18
5/7/09,1.3411,1.5019,0.7579,1.1714,1.1278,907.390015,3.29
5/8/09,1.3494,1.509,0.7609,1.158,1.1202,929.22998,3.29
5/11/09,1.362,1.5145,0.7614,1.1591,1.1067,909.23999,3.17
5/12/09,1.3638,1.524,0.7635,1.1671,1.1052,908.349976,3.17
5/13/09,1.3612,1.5165,0.757,1.1686,1.1061,883.919983,3.11
5/14/09,1.3608,1.5195,0.7573,1.1726,1.106,893.070007,3.1
5/15/09,1.3539,1.5222,0.7526,1.1756,1.1132,882.880005,3.14
5/18/09,1.3503,1.5309,0.7596,1.1656,1.1181,909.710022,3.22
5/19/09,1.3608,1.5501,0.7741,1.1567,1.1121,908.130005,3.25
5/20/09,1.3765,1.567,0.777,1.1434,1.1022,903.469971,3.19
5/21/09,1.3804,1.5763,0.7743,1.1412,1.101,888.330017,3.35
5/22/09,1.4005,1.5892,0.7853,1.1234,1.0847,887,3.45
5/26/09,1.3992,1.5938,0.7842,1.1199,1.0833,910.330017,3.5
5/27/09,1.3924,1.6068,0.7874,1.112,1.0861,893.059998,3.71
5/28/09,1.3948,1.5956,0.7861,1.1123,1.0838,906.830017,3.67
5/29/09,1.4126,1.616,0.7993,1.0957,1.0692,919.140015,3.47
6/1/09,1.4192,1.6448,0.8101,1.087,1.0688,942.869995,3.71
6/2/09,1.427,1.6515,0.8194,1.0828,1.0624,944.73999,3.65
6/3/09,1.4194,1.6405,0.8103,1.0973,1.0684,931.76001,3.56
6/4/09,1.4187,1.6173,0.799,1.0997,1.0679,942.460022,3.72
6/5/09,1.399,1.6017,0.8012,1.1144,1.0852,940.090027,3.84
6/8/09,1.3884,1.5976,0.7851,1.1228,1.0929,939.140015,3.91
6/9/09,1.4014,1.6267,0.798,1.1042,1.0822,942.429993,3.86
6/10/09,1.3983,1.6334,0.8043,1.11,1.0816,939.150024,3.98
6/11/09,1.4093,1.6547,0.8195,1.0977,1.0721,944.890015,3.88
6/12/09,1.404,1.6523,0.8132,1.117,1.0756,946.210022,3.81
6/15/09,1.3784,1.6268,0.792,1.1338,1.0942,923.719971,3.76
6/16/09,1.3878,1.6446,0.8,1.1325,1.0853,911.969971,3.67
6/17/09,1.385,1.6293,0.7887,1.1371,1.087,910.710022,3.68
6/18/09,1.3978,1.6369,0.8038,1.1273,1.0827,918.369995,3.86
6/19/09,1.3998,1.6537,0.8111,1.1287,1.0773,921.22998,3.79
6/22/09,1.3846,1.6343,0.7896,1.1547,1.0875,893.039978,3.72
6/23/09,1.4035,1.6344,0.7901,1.1557,1.0707,895.099976,3.65
6/24/09,1.4015,1.6486,0.8028,1.1462,1.0842,900.940002,3.72
6/25/09,1.3953,1.6336,0.799,1.1576,1.096,920.26001,3.55
6/26/09,1.4056,1.6498,0.8053,1.1527,1.0856,918.900024,3.52
6/29/09,1.4058,1.6533,0.8066,1.158,1.0849,927.22998,3.51
6/30/09,1.402,1.6452,0.8055,1.1626,1.0867,919.320007,3.53
7/1/09,1.4186,1.6524,0.8105,1.1446,1.072,923.330017,3.55
7/2/09,1.4018,1.6398,0.7948,1.16,1.0836,896.419983,3.51
7/6/09,1.3938,1.623,0.7922,1.1608,1.0877,898.719971,3.52
7/7/09,1.3965,1.6158,0.7963,1.163,1.0858,881.030029,3.47
7/8/09,1.3852,1.6027,0.778,1.165,1.0923,879.559998,3.33
7/9/09,1.4026,1.6301,0.7834,1.1623,1.0773,882.679993,3.44
7/10/09,1.3926,1.6185,0.7751,1.1649,1.0856,879.130005,3.32
7/13/09,1.3973,1.6179,0.7807,1.1541,1.0842,901.049988,3.38
7/14/09,1.3971,1.6294,0.7895,1.1401,1.085,905.840027,3.5
7/15/09,1.4116,1.6439,0.8041,1.1192,1.0746,932.679993,3.63
7/16/09,1.4115,1.6417,0.8019,1.1172,1.0755,940.73999,3.59
7/17/09,1.412,1.633,0.8013,1.1168,1.0766,940.380005,3.67
7/20/09,1.4211,1.6494,0.8131,1.1065,1.0688,951.130005,3.61
7/21/09,1.4196,1.6419,0.8123,1.1077,1.0677,954.580017,3.5
7/22/09,1.422,1.6439,0.8161,1.098,1.0659,954.070007,3.58
7/23/09,1.4266,1.6562,0.8206,1.0867,1.0667,976.289978,3.72
7/24/09,1.4213,1.6432,0.8162,1.0843,1.0701,979.26001,3.7
7/27/09,1.4212,1.6486,0.8212,1.0833,1.0729,982.179993,3.75
7/28/09,1.4215,1.6477,0.8287,1.0802,1.0704,979.619995,3.72
7/29/09,1.4033,1.6379,0.8164,1.0881,1.0882,975.150024,3.69
7/30/09,1.4066,1.6483,0.8272,1.0814,1.0894,986.75,3.67
7/31/09,1.4279,1.6713,0.8339,1.0791,1.0668,987.47998,3.52
8/3/09,1.4416,1.6956,0.8428,1.065,1.0578,1002.630005,3.66
8/4/09,1.44,1.6932,0.8422,1.0685,1.0605,1005.650024,3.7
8/5/09,1.4391,1.6977,0.8384,1.0722,1.063,1002.719971,3.8
8/6/09,1.4357,1.6774,0.8397,1.076,1.0658,997.080017,3.79
8/7/09,1.418,1.6669,0.8371,1.0838,1.0826,1010.47998,3.89
8/10/09,1.4143,1.6487,0.8377,1.0848,1.0855,1007.099976,3.8
8/11/09,1.4141,1.6501,0.8296,1.0987,1.0825,994.349976,3.71
8/12/09,1.4215,1.6538,0.8333,1.0875,1.0765,1005.809998,3.72
8/13/09,1.4283,1.658,0.8396,1.0881,1.0715,1012.72998,3.59
8/14/09,1.4216,1.6529,0.8323,1.0973,1.0719,1004.090027,3.55
8/17/09,1.4088,1.6323,0.8234,1.1077,1.0787,979.72998,3.48
8/18/09,1.4075,1.6418,0.8201,1.1097,1.0795,989.669983,3.51
8/19/09,1.4262,1.6555,0.8293,1.0968,1.063,996.460022,3.45
8/20/09,1.4235,1.6494,0.8308,1.0902,1.0659,1007.369995,3.42
8/21/09,1.4305,1.6503,0.8349,1.0799,1.0613,1026.130005,3.56
8/24/09,1.432,1.6417,0.8407,1.074,1.0606,1025.569946,3.48
8/25/09,1.435,1.643,0.8412,1.0727,1.0575,1028,3.45
8/26/09,1.423,1.6235,0.8273,1.0988,1.0697,1028.119995,3.44
8/27/09,1.4272,1.6212,0.8355,1.0961,1.0667,1030.97998,3.47
8/28/09,1.4358,1.6331,0.8425,1.0875,1.056,1028.930054,3.46
8/31/09,1.4354,1.6314,0.8439,1.0967,1.0569,1020.619995,3.4
9/1/09,1.4235,1.6168,0.8306,1.1028,1.0653,998.039978,3.38
9/2/09,1.4246,1.6269,0.8323,1.106,1.0628,994.75,3.29
9/3/09,1.4278,1.6354,0.8406,1.1034,1.0598,1003.23999,3.33
9/4/09,1.4278,1.6378,0.8485,1.0894,1.0613,1016.400024,3.45
9/8/09,1.4497,1.6512,0.8636,1.0762,1.0463,1025.390015,3.47
9/9/09,1.4573,1.6557,0.8639,1.0783,1.0403,1033.369995,3.48
9/10/09,1.4568,1.6649,0.8596,1.0811,1.0396,1044.140015,3.36
9/11/09,1.4586,1.6695,0.8649,1.0742,1.0373,1042.72998,3.34
9/14/09,1.4613,1.6588,0.8604,1.0859,1.0359,1049.339966,3.42
9/15/09,1.4617,1.6436,0.8603,1.076,1.0374,1052.630005,3.47
9/16/09,1.4698,1.6501,0.8724,1.0662,1.0328,1068.76001,3.48
9/17/09,1.4735,1.6522,0.8731,1.0615,1.029,1065.48999,3.42
9/18/09,1.4704,1.6266,0.8668,1.0721,1.0293,1068.300049,3.49
9/21/09,1.4692,1.6228,0.8636,1.0775,1.0317,1064.660034,3.49
9/22/09,1.4795,1.638,0.8736,1.0683,1.0237,1071.660034,3.46
9/23/09,1.4752,1.6404,0.8722,1.0722,1.0259,1060.869995,3.44
9/24/09,1.4696,1.6068,0.8686,1.0864,1.0279,1050.780029,3.4
9/25/09,1.4682,1.5967,0.8655,1.0918,1.0277,1044.380005,3.34
9/28/09,1.465,1.591,0.8734,1.086,1.0301,1062.97998,3.31
9/29/09,1.4553,1.5924,0.8701,1.0872,1.0385,1060.609985,3.31
9/30/09,1.463,1.6004,0.8824,1.0719,1.0375,1057.079956,3.31
10/1/09,1.4532,1.595,0.873,1.0773,1.0424,1029.849976,3.21
10/2/09,1.459,1.5878,0.8656,1.0843,1.0345,1025.209961,3.24
10/5/09,1.4647,1.5926,0.8772,1.0755,1.0322,1040.459961,3.24
10/6/09,1.4744,1.5904,0.8912,1.057,1.0248,1054.719971,3.27
10/7/09,1.4675,1.5899,0.8878,1.0619,1.0333,1057.579956,3.21
10/8/09,1.4777,1.609,0.9072,1.0533,1.027,1065.47998,3.27
10/9/09,1.4715,1.5896,0.9034,1.0425,1.0316,1071.48999,3.4
10/13/09,1.4839,1.5896,0.9074,1.0297,1.023,1073.189941,3.34
10/14/09,1.4899,1.5974,0.9133,1.0289,1.0172,1092.02002,3.45
10/15/09,1.4945,1.6249,0.9204,1.0304,1.0136,1096.560059,3.49
10/16/09,1.4889,1.635,0.9158,1.0389,1.0188,1087.680054,3.43
10/19/09,1.4947,1.64,0.9266,1.0307,1.013,1097.910034,3.41
10/20/09,1.4905,1.638,0.9209,1.0494,1.0144,1091.060059,3.35
10/21/09,1.5009,1.661,0.9275,1.0413,1.0064,1081.400024,3.42
10/22/09,1.5003,1.6595,0.9223,1.0476,1.0069,1092.910034,3.44
10/23/09,1.5029,1.6351,0.9255,1.0507,1.007,1079.599976,3.51
10/26/09,1.4941,1.6351,0.92,1.0618,1.0136,1066.949951,3.59
10/27/09,1.4821,1.6334,0.9163,1.0644,1.0218,1063.410034,3.49
10/28/09,1.4763,1.6375,0.9013,1.0757,1.0232,1042.630005,3.44
10/29/09,1.4819,1.6559,0.9143,1.0702,1.0194,1066.109985,3.53
10/30/09,1.4755,1.6479,0.9038,1.0767,1.0238,1036.189941,3.41
11/2/09,1.4828,1.641,0.9083,1.0742,1.0177,1042.880005,3.45
11/3/09,1.4658,1.6383,0.8985,1.0701,1.0306,1045.410034,3.5
11/4/09,1.4836,1.6571,0.9087,1.0644,1.0183,1046.5,3.57
